day,sample,case,artifact_id,status,namespace,schedule_sha256,OpenDSS_solve_count,convergence_count,node_phase_count,branch_phase_count,rho_max_AC,p95_loading,p99_loading,Vmin_pu,Vmax_pu,transformer_phase_current_loading_max,transformer_total_kva_loading_max,losses_kwh,losses_kvarh,voltage_violation_count,voltage_violation_exposure,line_current_violation_count,line_current_violation_exposure,transformer_current_violation_count,transformer_current_violation_exposure,transformer_kva_violation_count,transformer_kva_violation_exposure_phase_rows,physical_violation,schedule_mutation_count,clean_engine_count,elapsed_seconds,opendss_version,critical_line,critical_line_phase,critical_line_slot,critical_line_current_a,critical_line_rating_a,Vmax_node,Vmax_phase,Vmax_slot,Vmin_node,Vmin_phase,Vmin_slot
2025-01-03,VIOLATION,V29R2_F0_BACKGROUND_ONLY,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,115abeb4262c0fa6773d1f52406172fb4df9d9fbf0657cdc305d2643ff5a0add,96,96,386,383,0.5872901145561594,0.3443446196358859,0.47822013841345457,0.9783205626480124,1.0522569953011691,0.648569919624492,0.5507670655984271,604.1455925950105,1189.4779182982866,26,0.0007016407599309154,0,0.0,0,0.0,0,0.0,True,0,1,0.739835900021717,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.l52,A,72,234.9160458224638,400.0,83.2,B,75,65.1,A,72
2025-01-03,VIOLATION,V29R2_F1_BACKGROUND_PLUS_AIDC_REFERENCE,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,3cd6d49469495094d4321aeb8c29a7ae2c6a1e6bedb5b2c1393713625d0064bb,96,96,386,383,0.617532076402227,0.36842435942267426,0.5009215251061064,0.9760612579775866,1.0503377284905595,0.6948436399249976,0.596545595207065,703.7722450499405,1397.5980095698055,2,5.397236614853195e-05,0,0.0,0,0.0,0,0.0,True,0,1,0.7069867001846433,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.l10,A,72,431.03738932875444,698.0,83.2,B,75,65.1,A,72
2025-01-03,VIOLATION,V29R2_F2_BACKGROUND_PLUS_MESS_MAINTENANCE,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,83489708dae5fd670478f8b41697189f558f1ac449bb5f42c4ae187c7931e675,96,96,386,383,0.5872901145561594,0.3443446196358859,0.47822013841345457,0.9783205626480124,1.0522569953011691,0.648569919624492,0.5507670655984271,604.1455925950105,1189.4779182982866,26,0.0007016407599309154,0,0.0,0,0.0,0,0.0,True,0,1,0.7046628999523818,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.l52,A,72,234.9160458224638,400.0,83.2,B,75,65.1,A,72
2025-01-03,VIOLATION,V29R2_F3_FULL_D1_ANCHOR,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,4947d4b34bb66458fc33c593d2482e34811631daa835cbcb0f08721baf148de4,96,96,386,383,0.617532076402227,0.36842435942267426,0.5009215251061064,0.9760612579775866,1.0503377284905595,0.6948436399249976,0.596545595207065,703.7722450499405,1397.5980095698055,2,5.397236614853195e-05,0,0.0,0,0.0,0,0.0,True,0,1,0.7166557000018656,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.l10,A,72,431.03738932875444,698.0,83.2,B,75,65.1,A,72
2025-01-05,VIOLATION,V29R2_F0_BACKGROUND_ONLY,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,73997eba6dbd63a6fe7d93c396367c2e37a132159feda1bdbcca4a0c561228dc,96,96,386,383,0.8433254667346434,0.483831461307405,0.6963481457163527,0.9725681049398931,1.053295040804852,0.9389934897406729,0.7943872816481133,1172.5377651408473,2324.424791742601,42,0.0011334196891191709,0,0.0,0,0.0,0,0.0,True,0,1,0.7246564000379294,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.l52,A,70,337.33018669385734,400.0,83.2,B,72,65.1,A,68
2025-01-05,VIOLATION,V29R2_F1_BACKGROUND_PLUS_AIDC_REFERENCE,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,e3a924ea883b2cab4018dfb67496ee8308568d4fd6a7a23f894fc2569c8e5647,96,96,386,383,0.8707267158617942,0.5094552052788434,0.7201230621157968,0.970269316041651,1.051420756536834,0.9856450285293089,0.8402698966063071,1312.7527813446036,2616.2550678673942,8,0.0002158894645941278,0,0.0,0,0.0,0,0.0,True,0,1,0.728805499849841,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.sw2,A,70,363.96376723022996,418.0,83.2,B,72,65.1,A,68
2025-01-05,VIOLATION,V29R2_F2_BACKGROUND_PLUS_MESS_MAINTENANCE,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,f63a07690d8300486dd54ee92f6ed5f4c35a79f1ca352c752813c1f63156eeba,96,96,386,383,0.8433254667346434,0.483831461307405,0.6963481457163527,0.9725681049398931,1.053295040804852,0.9389934897406729,0.7943872816481133,1172.5377651408473,2324.424791742601,42,0.0011334196891191709,0,0.0,0,0.0,0,0.0,True,0,1,0.6981627000495791,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.l52,A,70,337.33018669385734,400.0,83.2,B,72,65.1,A,68
2025-01-05,VIOLATION,V29R2_F3_FULL_D1_ANCHOR,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,47c17f5f19a6fd05f26dfe396a961aa38fb57b5d4ec73eaafa6544f8695a2456,96,96,386,383,0.8707267158617942,0.5094552052788434,0.7201230621157968,0.970269316041651,1.051420756536834,0.9856450285293089,0.8402698966063071,1312.7527813446036,2616.2550678673942,8,0.0002158894645941278,0,0.0,0,0.0,0,0.0,True,0,1,0.7040329999290407,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.sw2,A,70,363.96376723022996,418.0,83.2,B,72,65.1,A,68
2025-01-08,VIOLATION,V29R2_F0_BACKGROUND_ONLY,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,9d5348d486400fff8ca52598bebc7167b0eb021428e11ba541a08cd633fd009a,96,96,386,383,0.6502938394021023,0.36916397302527976,0.5257577165203324,0.9787361265663495,1.0529365654843195,0.7201241221699904,0.6119263771175462,728.018538666269,1437.6216951996178,22,0.0005936960276338515,0,0.0,0,0.0,0,0.0,True,0,1,0.7534265001304448,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.l52,A,72,260.1175357608409,400.0,83.2,B,73,65.1,A,72
2025-01-08,VIOLATION,V29R2_F1_BACKGROUND_PLUS_AIDC_REFERENCE,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,6c10ceada45ee69d1dc21bf00c56559f92b3ddceff604e2a9e9bffe6372f563c,96,96,386,383,0.6774918844636759,0.3932945314473842,0.5529952018891411,0.9764706399265176,1.0510239914232866,0.7665225557900606,0.6575591824601403,839.568646081142,1670.274783249567,4,0.0001079447322970639,0,0.0,0,0.0,0,0.0,True,0,1,0.738920500036329,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.l10,A,72,472.8893353556458,698.0,83.2,B,73,65.1,A,72
