day,sample,case,artifact_id,status,namespace,schedule_sha256,OpenDSS_solve_count,convergence_count,node_phase_count,branch_phase_count,rho_max_AC,p95_loading,p99_loading,Vmin_pu,Vmax_pu,transformer_phase_current_loading_max,transformer_total_kva_loading_max,losses_kwh,losses_kvarh,voltage_violation_count,voltage_violation_exposure,line_current_violation_count,line_current_violation_exposure,transformer_current_violation_count,transformer_current_violation_exposure,transformer_kva_violation_count,transformer_kva_violation_exposure_phase_rows,physical_violation,schedule_mutation_count,clean_engine_count,elapsed_seconds,opendss_version,critical_line,critical_line_phase,critical_line_slot,critical_line_current_a,critical_line_rating_a,Vmax_node,Vmax_phase,Vmax_slot,Vmin_node,Vmin_phase,Vmin_slot
2025-01-11,CONTROL,V29R2_F0_BACKGROUND_ONLY,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,d85d8d2859f42097e89e8035138863e812067bea02cafe962620da5b2d99b3fd,96,96,386,383,0.6808175608415545,0.41666324753600226,0.5735713938724601,0.9759115188886557,1.0519319124438042,0.7498550027610549,0.6302671987573149,887.5319682356763,1754.5242635991535,17,0.0004587651122625216,0,0.0,0,0.0,0,0.0,True,0,1,0.7464256000239402,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.l52,A,70,272.32702433662183,400.0,83.1,A,78,65.1,A,68
2025-01-11,CONTROL,V29R2_F1_BACKGROUND_PLUS_AIDC_REFERENCE,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,5b65bb1130d737ffa7a5af26f53955ff49d7fad5f93b2ce17ae1bc848e1cd2c0,96,96,386,383,0.7090196487310164,0.4422959016129159,0.5966668168222863,0.9736404415093128,1.0498699418370543,0.7963813973500377,0.6759707422546879,1009.9301131176663,2009.6432910383821,0,0.0,0,0.0,0,0.0,0,0.0,False,0,1,0.694035799941048,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.sw2,A,70,296.37021316956486,418.0,83.2,B,75,65.1,A,68
2025-01-11,CONTROL,V29R2_F2_BACKGROUND_PLUS_MESS_MAINTENANCE,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,553368f4bf3db5df98a95b972444dbd6d45afe0f07ebe7a921a3b46da71cce33,96,96,386,383,0.6808175608415545,0.41666324753600226,0.5735713938724601,0.9759115188886557,1.0519319124438042,0.7498550027610549,0.6302671987573149,887.5319682356763,1754.5242635991535,17,0.0004587651122625216,0,0.0,0,0.0,0,0.0,True,0,1,0.6957159999292344,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.l52,A,70,272.32702433662183,400.0,83.1,A,78,65.1,A,68
2025-01-11,CONTROL,V29R2_F3_FULL_D1_ANCHOR,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,cf5b66691001e1bf233dcdd70c5548e4e2c0d436756e24b9cdf071b78ef08cd4,96,96,386,383,0.7090196487310164,0.4422959016129159,0.5966668168222863,0.9736404415093128,1.0498699418370543,0.7963813973500377,0.6759707422546879,1009.9301131176663,2009.6432910383821,0,0.0,0,0.0,0,0.0,0,0.0,False,0,1,0.7129816999658942,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.sw2,A,70,296.37021316956486,418.0,83.2,B,75,65.1,A,68
2025-01-15,CONTROL,V29R2_F0_BACKGROUND_ONLY,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,3ec94d7745efd22e42a125358fc3a1bac90da3e34ec21172358eab5f57b2815c,96,96,386,383,0.5361082634287353,0.4155407768088119,0.4934455982480261,0.9813173059267495,1.051606040975353,0.6080933323009485,0.526478911592492,870.0524489288733,1724.0864503919008,14,0.0003778065630397237,0,0.0,0,0.0,0,0.0,True,0,1,0.7795843000058085,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.l10,A,33,374.20356787325727,698.0000000000001,83.1,A,88,65.1,A,28
2025-01-15,CONTROL,V29R2_F1_BACKGROUND_PLUS_AIDC_REFERENCE,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,275747e4c7aa49eb67a85f1b8ed5b3e9ed7eee5c7449574d2b1a0a4e81ef0948,96,96,386,383,0.577673243552377,0.4421778934656389,0.5244532979648012,0.9790673937346456,1.0495697533838342,0.6538198252703852,0.5718145538461771,996.424820946,1987.1902548669502,0,0.0,0,0.0,0,0.0,0,0.0,False,0,1,0.7200474999845028,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.l10,A,33,403.2159239995592,698.0000000000001,83.2,B,77,65.1,A,28
2025-01-15,CONTROL,V29R2_F2_BACKGROUND_PLUS_MESS_MAINTENANCE,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,f92dac0affc3e78d39cb16073bcc6488c9020930fff0969f4783bfc2f3334640,96,96,386,383,0.5361082634287353,0.4155407768088119,0.4934455982480261,0.9813173059267495,1.051606040975353,0.6080933323009485,0.526478911592492,870.0524489288733,1724.0864503919008,14,0.0003778065630397237,0,0.0,0,0.0,0,0.0,True,0,1,0.681520399870351,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.l10,A,33,374.20356787325727,698.0000000000001,83.1,A,88,65.1,A,28
2025-01-15,CONTROL,V29R2_F3_FULL_D1_ANCHOR,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,2e97a46fb53d7dfbb32463ca6e27b71209e11738149632189f6e8f65cf2140b2,96,96,386,383,0.577673243552377,0.4421778934656389,0.5244532979648012,0.9790673937346456,1.0495697533838342,0.6538198252703852,0.5718145538461771,996.424820946,1987.1902548669502,0,0.0,0,0.0,0,0.0,0,0.0,False,0,1,0.7330480997916311,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.l10,A,33,403.2159239995592,698.0000000000001,83.2,B,77,65.1,A,28
2025-01-19,CONTROL,V29R2_F0_BACKGROUND_ONLY,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,8faca9924559433f35ea1f5452ef6c77b99950b6755aabfc3c999c29743b4f4a,96,96,386,383,0.706961326568551,0.3886342733779948,0.5724690691864248,0.9739238538148224,1.0519460359205226,0.77571622269255,0.6516519868128298,795.6663320796945,1570.198001179198,38,0.0010254749568221072,0,0.0,0,0.0,0,0.0,True,0,1,0.6939302999526262,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.l52,A,72,282.7845306274204,399.99999999999994,83.1,A,79,65.1,A,70
2025-01-19,CONTROL,V29R2_F1_BACKGROUND_PLUS_AIDC_REFERENCE,V28R2_FRESH_OPENDSS_TRAJECTORY_RESULT_V1,PHYSICAL_RESULT,DAYAHEAD,7f12fefde1462a48d74e1e3ab58aa80dffb29c7dd07338c1d86874089cca77ae,96,96,386,383,0.7351790416135842,0.41147592356641266,0.5999187586422833,0.9716376459523093,1.0493763590752194,0.8222875775919344,0.6975886597497521,908.6058877653829,1805.8367525538756,0,0.0,0,0.0,0,0.0,0,0.0,False,0,1,0.7454206000547856,DSS C-API Library version 0.14.5 revision 87d85c2622c8281b92255335bc7c09b11191b21d based on OpenDSS SVN 3723 [FPC 3.2.2] (64-bit build) MVMULT INCREMENTAL_Y CONTEXT_API PM 20240329033747; License Status: Open  DSS-Python version: 0.15.7 OpenDSSDirect.py version: 0.9.4,line.sw2,A,72,307.30483939447817,418.0,83.2,B,76,65.1,A,70
