source_pu,alpha,slot,converged,control_actions_complete,solver_error,Vmin_pu,Vmin_node,Vmax_pu,Vmax_node,max_phase_line_loading_pu,line_witness,max_transformer_phase_current_pu,transformer_current_witness,max_transformer_winding_kva_pu,transformer_kva_witness,undervoltage_nodes,overvoltage_nodes,line_violations,transformer_current_violations,transformer_kva_violations,native_P_scheduled_kw,native_Q_scheduled_kvar,PV_scheduled_kw,AIDC_P_scheduled_kw,AIDC_Q_scheduled_kvar,MESS_P_scheduled_kw,MESS_Q_scheduled_kvar,feasible_slot
1.04,0.57,0,True,True,,0.9752430464939504,sx2748781a.2,1.039999994381521,sourcebus.3,0.7220686495146118,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.218105676412372,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2227154123977844,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4615.431661931077,1156.7362110689198,0.0,1136.5149553661693,373.554401126925,0.0,0.0,True
1.04,0.57,1,True,True,,0.9752267129424826,sx2748781a.2,1.0399999943888742,sourcebus.3,0.7220217557485583,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.21812433058791855,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2227153328034801,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4615.431661931077,1156.7362110689198,0.0,1136.5149551325344,373.55440105013287,0.0,0.0,True
1.04,0.57,2,True,True,,0.9783307330194454,sx2802481a.1,1.0400202605859064,hvmv_sub_hsb.3,0.6966419342281733,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.21192671722123288,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.21658616279121912,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4465.692964973877,1119.2081561315408,0.0,1136.5149549020769,373.5544009743853,0.0,0.0,True
1.04,0.57,3,True,True,,0.9783395708690892,sx2802481a.1,1.040020239032317,hvmv_sub_hsb.3,0.6966512882766358,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.21191444169862683,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.21658436038620923,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4465.692964973877,1119.2081561315408,0.0,1136.5149546747543,373.55440089966777,0.0,0.0,True
1.04,0.57,4,True,True,,0.9811713650839964,sx2802481a.1,1.040112071067784,hvmv_sub_hsb.3,0.6733217275136228,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.206396040358941,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2110227518155359,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4328.631626132455,1084.8573466323646,0.0,1136.5149544505225,373.5544008259665,0.0,0.0,True
1.04,0.57,5,True,True,,0.981188217615356,sx2802481a.1,1.0401119637064042,hvmv_sub_hsb.3,0.6733682197295774,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.20637423487984488,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.21102300041871422,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4328.631626132455,1084.8573466323646,0.0,1136.5149544375531,373.55440082170367,0.0,0.0,True
1.04,0.57,6,True,True,,0.9838282026565783,sx2802481a.1,1.040169653410968,hvmv_sub_hsb.3,0.6567643525181229,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.20111687142210868,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20585103754838754,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4199.410863809268,1052.4715708372096,0.0,1136.5149544246508,373.5544008174629,0.0,0.0,True
1.04,0.57,7,True,True,,0.9838373994354064,sx2802481a.1,1.0401695963971578,hvmv_sub_hsb.3,0.6567885389153553,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.20110482260761203,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2058511168316813,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4199.410863809268,1052.4715708372096,0.0,1136.5149544118156,373.5544008132441,0.0,0.0,True
1.04,0.57,8,True,True,,0.9857487853314421,sx2802481a.1,1.0402203589602768,hvmv_sub_hsb.3,0.6407104715904851,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.1972816794043056,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20206688797931924,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4103.989991935562,1028.5568460892534,0.0,1136.5149543990472,373.5544008090473,0.0,0.0,True
1.04,0.57,9,True,True,,0.9857380230026066,sx2802481a.1,1.0402204152064845,hvmv_sub_hsb.3,0.6406889242394543,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.19729601176385295,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20206834843958024,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4103.989991935562,1028.5568460892534,0.0,1136.5149544206663,373.55440081615325,0.0,0.0,True
