fold_id,date,model,normalized_boundary_score,lower_boundary_MAE_GPU_h,upper_boundary_MAE_GPU_h,nonempty_set,lower_monotonicity_violations,upper_monotonicity_violations,lower_above_upper_slots
1,2024-11-01,R0_ZERO_CORRECTION,1.5573267131481434,22.54375210007286,29.231576952547282,True,0,0,0
1,2024-11-02,R0_ZERO_CORRECTION,0.057475327148755945,1799.9912800252748,2307.8257615964067,True,0,0,0
1,2024-11-03,R0_ZERO_CORRECTION,0.04193086768787553,4779.084448554291,6363.725529415456,True,0,0,0
1,2024-11-04,R0_ZERO_CORRECTION,0.04475292455621339,5559.8408805959,7409.73208212699,True,0,0,0
1,2024-11-05,R0_ZERO_CORRECTION,0.040304698157603354,2777.3036754728305,3297.8963884247983,True,0,0,0
1,2024-11-06,R0_ZERO_CORRECTION,0.037965401619353245,3783.8988159655273,5010.183163258459,True,0,0,0
1,2024-11-07,R0_ZERO_CORRECTION,0.0392751697520033,3961.266290880527,5307.686366079267,True,0,0,0
1,2024-11-08,R0_ZERO_CORRECTION,0.03597771013008275,3117.6309401139783,4112.644954042254,True,0,0,0
1,2024-11-09,R0_ZERO_CORRECTION,0.027693230229303714,1772.6415109728132,2327.1894505700257,True,0,0,0
1,2024-11-10,R0_ZERO_CORRECTION,0.023239668590514493,1173.8853377070338,1542.8501929635543,True,0,0,0
1,2024-11-11,R0_ZERO_CORRECTION,0.027284399106520446,1551.0153666422084,2053.6044811579845,True,0,0,0
1,2024-11-12,R0_ZERO_CORRECTION,0.03299083612615102,2214.458008424628,3132.333228264483,True,0,0,0
1,2024-11-13,R0_ZERO_CORRECTION,0.030896439151906107,2292.1076759192406,3007.4171215918045,True,0,0,0
1,2024-11-14,R0_ZERO_CORRECTION,0.01302259134167266,374.8745018662118,490.3032140563403,True,0,0,0
1,2024-11-15,R0_ZERO_CORRECTION,0.06051163157930443,1069.2144845051007,1342.1750948433773,True,0,0,0
1,2024-11-16,R0_ZERO_CORRECTION,0.0038604758392082605,122.23385139906095,202.01222243999254,True,0,0,0
1,2024-11-17,R0_ZERO_CORRECTION,0.0344552330078137,2544.0407833088834,3386.381101528367,True,0,0,0
1,2024-11-18,R0_ZERO_CORRECTION,0.01657955666970531,716.4461607684589,927.1972039589269,True,0,0,0
1,2024-11-19,R0_ZERO_CORRECTION,0.028884382762518885,1502.4011602273895,1977.8698067631994,True,0,0,0
1,2024-11-20,R0_ZERO_CORRECTION,50.765134678394155,482.27781679389244,628.8809298148934,True,0,0,0
1,2024-11-21,R0_ZERO_CORRECTION,0.05541782746679488,1105.6044487914041,1347.965277436473,True,0,0,0
1,2024-11-22,R0_ZERO_CORRECTION,0.01699482431853177,415.17686012378573,492.16208919080344,True,0,0,0
1,2024-11-23,R0_ZERO_CORRECTION,1.1182223891903391,940.9134662982092,1223.521897762218,True,0,0,0
1,2024-11-24,R0_ZERO_CORRECTION,0.031146794387240304,1891.961977521074,2516.399158151169,True,0,0,0
1,2024-11-25,R0_ZERO_CORRECTION,0.04417991976972319,2344.949675147524,2984.105652917026,True,0,0,0
1,2024-11-26,R0_ZERO_CORRECTION,0.07813192355949691,518.6917754157256,720.0558275201415,True,0,0,0
1,2024-11-27,R0_ZERO_CORRECTION,0.03045044431513237,611.8021304144795,917.3845165443787,True,0,0,0
1,2024-11-28,R0_ZERO_CORRECTION,0.032011806723514405,2511.6897135223294,3268.321681853404,True,0,0,0
1,2024-11-29,R0_ZERO_CORRECTION,0.03552018443919579,1830.760612230755,2438.8112092091715,True,0,0,0
1,2024-11-30,R0_ZERO_CORRECTION,2.83795014382375,724.1640631077397,942.0906781883277,True,0,0,0
1,2024-11-01,R1_ELASTICNET_RESIDUAL,5.771589502476575,76.2047108891749,115.6792034651193,False,18,0,76
1,2024-11-02,R1_ELASTICNET_RESIDUAL,0.06201046577164456,1933.1450518981735,2498.8027192972986,False,18,0,79
1,2024-11-03,R1_ELASTICNET_RESIDUAL,0.031696789853386975,4083.610555230554,4339.570879434993,True,24,0,0
1,2024-11-04,R1_ELASTICNET_RESIDUAL,0.040331099113579155,5230.7617717019275,6457.348844696896,True,20,0,0
1,2024-11-05,R1_ELASTICNET_RESIDUAL,0.028086054316278357,2150.7532318959998,2082.708542452955,True,15,0,0
1,2024-11-06,R1_ELASTICNET_RESIDUAL,0.01873396103322427,1803.7345069397313,2535.689866165806,True,24,0,0
1,2024-11-07,R1_ELASTICNET_RESIDUAL,0.012646035251349457,1450.0788412278332,1534.3895336548492,True,22,0,0
1,2024-11-08,R1_ELASTICNET_RESIDUAL,0.015088973730362788,1279.443412550135,1752.9186426151518,True,21,0,0
1,2024-11-09,R1_ELASTICNET_RESIDUAL,0.0207042558525694,1238.4983403820609,1826.6532680514047,True,20,0,0
1,2024-11-10,R1_ELASTICNET_RESIDUAL,0.030186596624259283,1475.965715870749,2052.8711640415077,True,22,0,0
1,2024-11-11,R1_ELASTICNET_RESIDUAL,0.010287238652708074,685.3098511518989,673.7666116222823,True,24,0,0
1,2024-11-12,R1_ELASTICNET_RESIDUAL,0.01509859038682481,1440.5942797902792,1006.4188985947767,True,21,0,0
1,2024-11-13,R1_ELASTICNET_RESIDUAL,0.00955240579254138,924.5831472952947,713.8972977995594,True,21,0,0
1,2024-11-14,R1_ELASTICNET_RESIDUAL,0.07320604260039527,2059.8948873089844,2803.671438853864,True,22,0,0
1,2024-11-15,R1_ELASTICNET_RESIDUAL,0.1290772973276153,2219.1597985566755,2924.5727629816124,True,23,0,0
1,2024-11-16,R1_ELASTICNET_RESIDUAL,0.025384759235451526,918.7657676403957,1213.331118927058,True,20,0,0
1,2024-11-17,R1_ELASTICNET_RESIDUAL,0.027747568150190187,2245.0324694581395,2530.8686359438593,True,21,0,0
