source_pu,alpha,slot,converged,control_actions_complete,solver_error,Vmin_pu,Vmin_node,Vmax_pu,Vmax_node,max_phase_line_loading_pu,line_witness,max_transformer_phase_current_pu,transformer_current_witness,max_transformer_winding_kva_pu,transformer_kva_witness,undervoltage_nodes,overvoltage_nodes,line_violations,transformer_current_violations,transformer_kva_violations,native_P_scheduled_kw,native_Q_scheduled_kvar,PV_scheduled_kw,AIDC_P_scheduled_kw,AIDC_Q_scheduled_kvar,MESS_P_scheduled_kw,MESS_Q_scheduled_kvar,feasible_slot
1.04,0.58,0,True,True,,0.9737763001323958,sx2748781a.2,1.0399999926618002,sourcebus.3,0.7353464913138734,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.22141977091578163,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2259956250681069,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4696.404147228113,1177.0298288069712,0.0,1136.5149553661693,373.554401126925,0.0,0.0,True
1.04,0.58,1,True,True,,0.9737661815768872,sx2748781a.2,1.0399999926619512,sourcebus.3,0.7353375762947855,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.22143264311136332,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.22599565150645867,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4696.404147228113,1177.0298288069712,0.0,1136.5149551325344,373.55440105013287,0.0,0.0,True
1.04,0.58,2,True,True,,0.976970703262084,sx2802481a.1,1.0399999984236967,sourcebus.3,0.7094646356648294,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.21508325914345758,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.21974266797555506,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4544.038455587453,1138.843386940866,0.0,1136.5149549020769,373.5544009743853,0.0,0.0,True
1.04,0.58,3,True,True,,0.9769547397447993,sx2802481a.1,1.039999998429622,sourcebus.3,0.7094286338273665,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.2151040929253563,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.21974503271730947,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4544.038455587453,1138.843386940866,0.0,1136.5149546747543,373.55440089966777,0.0,0.0,True
1.04,0.58,4,True,True,,0.9802004950324551,sx2802481a.1,1.0400801892292877,hvmv_sub_hsb.3,0.6861546584357141,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.2093950990836497,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.21407458422658837,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4404.572531854077,1103.8899316610027,0.0,1136.5149544505225,373.5544008259665,0.0,0.0,True
1.04,0.58,5,True,True,,0.9802248588013427,sx2802481a.1,1.0400798757803134,hvmv_sub_hsb.3,0.6862757417436745,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.20936696991124196,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.21407604584360232,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4404.572531854077,1103.8899316610027,0.0,1136.5149544375531,373.55440082170367,0.0,0.0,True
1.04,0.58,6,True,True,,0.9828716973756584,sx2802481a.1,1.040150779054711,hvmv_sub_hsb.3,0.6641601448867512,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.20404062477174587,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20879073959300826,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4273.08473861294,1070.9359843606694,0.0,1136.5149544246508,373.5544008174629,0.0,0.0,True
1.04,0.58,7,True,True,,0.982891004163548,sx2802481a.1,1.040150693705205,hvmv_sub_hsb.3,0.6641874404462718,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.2040144746006882,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2087845695435776,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4273.08473861294,1070.9359843606694,0.0,1136.5149544118156,373.5544008132441,0.0,0.0,True
1.04,0.58,8,True,True,,0.984297338646571,sx2802481a.1,1.0401825776151405,hvmv_sub_hsb.3,0.652755509105488,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.20018563039871173,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20492625199994352,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4175.9898163554835,1046.6017030381875,0.0,1136.5149543990472,373.5544008090473,0.0,0.0,True
1.04,0.58,9,True,True,,0.9842955185187721,sx2802481a.1,1.0401822497543516,hvmv_sub_hsb.3,0.6528589921743994,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.2001950992171205,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2049269370355227,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4175.9898163554835,1046.6017030381875,0.0,1136.5149544206663,373.55440081615325,0.0,0.0,True
1.04,0.58,10,True,True,,0.9854312707117132,sx2802481a.1,1.0402121080737243,hvmv_sub_hsb.3,0.6433810125303447,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.19792737792688397,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2026872346822688,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4119.527698232925,1032.4509623556382,0.0,1136.5149544423514,373.55440082328073,0.0,0.0,True
1.04,0.58,11,True,True,,0.9854247905241026,sx2802481a.1,1.0402122774772349,hvmv_sub_hsb.3,0.6433257527614664,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.1979330746841529,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2026884223649269,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4119.527698232925,1032.4509623556382,0.0,1136.5149544641024,373.5544008304299,0.0,0.0,True
1.04,0.58,12,True,True,,0.9859182591187206,sx2802481a.1,1.040225705922731,hvmv_sub_hsb.3,0.6390487858638382,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.19693441634128517,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20168790887253552,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4094.138298869616,1026.087779067048,0.0,1136.5149544859196,373.55440083760095,0.0,0.0,True
1.04,0.58,13,True,True,,0.9859279989941127,sx2802481a.1,1.0402256709905757,hvmv_sub_hsb.3,0.6390559304955311,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.19692113953543416,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20168272470001414,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4094.138298869616,1026.087779067048,0.0,1136.5149545985225,373.55440087461164,0.0,0.0,True
1.04,0.58,14,True,True,,0.9859369092315384,sx2802481a.1,1.0402258949523409,hvmv_sub_hsb.3,0.6389851885599098,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.19690350321706424,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20166601907245282,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4093.708632111159,1025.9800944267795,0.0,1136.5149547119413,373.5544009118906,0.0,0.0,True
1.04,0.58,15,True,True,,0.9859374951261384,sx2802481a.1,1.0402258969108753,hvmv_sub_hsb.3,0.6389841115890706,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.19690261685099159,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20166554408899418,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4093.708632111159,1025.9800944267795,0.0,1136.5149548261822,373.5544009494399,0.0,0.0,True
1.04,0.58,16,True,True,,0.9850058695914595,sx2802481a.1,1.0402006182427772,hvmv_sub_hsb.3,0.6470293538897481,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.19878648887296832,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20355067721356446,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4141.50905898939,1037.9600106566445,0.0,1136.5149549412522,373.5544009872615,0.0,0.0,True
1.04,0.58,17,True,True,,0.984987110540036,sx2802481a.1,1.040200682535535,hvmv_sub_hsb.3,0.6470158396112099,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.1988120424102323,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20356067375744374,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4141.50905898939,1037.9600106566445,0.0,1136.514955133003,373.5544010502871,0.0,0.0,True
1.04,0.58,18,True,True,,0.9831230259560432,sx2802481a.1,1.0401509395496327,hvmv_sub_hsb.3,0.6627867694147296,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.20256287298124528,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20728561835359136,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4235.03970018238,1061.4009989405356,0.0,1136.5149553271567,373.55440111410223,0.0,0.0,True
1.04,0.58,19,True,True,,0.983110449235278,sx2802481a.1,1.0401509885391642,hvmv_sub_hsb.3,0.6627702430901273,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.20257972002485458,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20728967643444382,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4235.03970018238,1061.4009989405356,0.0,1136.5149555237458,373.554401178718,0.0,0.0,True
1.04,0.58,20,True,True,,0.979230198109016,sx2802481a.1,1.0400477591940915,hvmv_sub_hsb.3,0.6951545240051162,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.21036729666996565,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.214979965563531,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4426.046104623275,1109.2717162962372,0.0,1136.514955722805,373.5544012441454,0.0,0.0,True
1.04,0.58,21,True,True,,0.9792372036700419,sx2802481a.1,1.040047896868957,hvmv_sub_hsb.3,0.6951154737365848,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.21035474796136233,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.21497946805171744,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4426.046104623275,1109.2717162962372,0.0,1136.5149558764272,373.55440129463864,0.0,0.0,True
1.04,0.58,22,True,True,,0.9743474409911057,sx2748781a.2,1.039999993157459,sourcebus.3,0.7345315232809309,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.21993957943538006,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.22441084561498498,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4656.767388760547,1167.0959207422065,0.0,1136.5149560315235,373.5544013456164,0.0,0.0,True
