date,R_ALL_GPU_h_requested,R_F_GPU_h_requested,PI_F,KAPPA_DEFINED,KAPPA_F,H_F_GPU_h_actual,identity_error_GPU_h,all_job_count,flexible_job_count
2024-08-19,17610.333333333332,128.0,0.00726845980579584,True,0.006944444444444444,0.8888888888888888,0.0,241,16
2024-08-20,25418.666666666668,232.0,0.00912715065044062,True,0.00728927203065134,1.691111111111111,0.0,455,29
2024-08-21,21619.4,752.0,0.03478357401222976,True,0.16552009456264774,124.4711111111111,0.0,551,63
2024-08-22,18741.5,1037.0,0.05533175039351172,True,0.2986017357762777,309.65,0.0,461,98
2024-08-23,9634.0,149.0,0.015466057712269048,True,0.17156785980611483,25.56361111111111,0.0,369,10
2024-08-24,11275.0,592.0,0.052505543237250554,True,0.007062687687687688,4.181111111111111,0.0,295,74
2024-08-25,10470.0,48.0,0.004584527220630372,True,0.007013888888888889,0.33666666666666667,0.0,274,6
2024-08-26,1590.0,0.0,0.0,False,,0.0,0.0,28,0
2024-08-27,52806.0,10130.0,0.19183426125819036,True,0.3229550290665789,3271.5344444444445,0.0,634,130
2024-08-28,88150.51666666666,10692.0,0.12129253921937687,True,0.28898688531404576,3089.8477777777775,4.547473508864641e-13,2207,144
2024-08-29,39731.5,296.0,0.00745000817990763,True,0.48525525525525526,143.63555555555556,0.0,680,25
2024-08-30,6649.0,272.0,0.04090840727929012,True,0.3736478758169935,101.63222222222223,0.0,217,6
2024-08-31,25174.0,972.0,0.03861126559148328,True,0.38592478280749887,375.1188888888889,0.0,1097,22
2024-09-01,8604.0,1296.0,0.1506276150627615,True,0.7040952932098765,912.5074999999999,0.0,124,27
2024-09-02,9414.333333333334,288.0,0.03059165102857345,True,0.00011381172839506174,0.03277777777777778,0.0,167,12
2024-09-03,16894.833333333332,162.0,0.009588730282433486,True,0.026784979423868312,4.339166666666666,0.0,372,18
2024-09-04,10178.666666666666,0.0,0.0,False,,0.0,0.0,401,0
2024-09-05,31127.5,432.0,0.013878403341097101,True,0.764221965020576,330.14388888888885,0.0,637,9
2024-09-06,29775.583333333332,0.0,0.0,False,,0.0,0.0,361,0
2024-09-07,39006.7,0.0,0.0,False,,0.0,0.0,337,0
2024-09-08,2004.0,0.0,0.0,False,,0.0,0.0,13,0
2024-09-09,26662.0,0.0,0.0,False,,0.0,0.0,70,0
2024-09-10,28851.333333333332,1000.0,0.03466044319153361,True,0.5220766666666666,522.0766666666666,0.0,192,11
2024-09-11,26797.916666666668,864.0,0.0322413122910674,True,0.7531558641975309,650.7266666666667,0.0,250,18
2024-09-12,28319.666666666668,1064.0,0.03757106368954437,True,0.0989703425229741,105.30444444444444,0.0,1641,19
2024-09-13,21376.3,0.0,0.0,False,,0.0,0.0,1646,0
2024-09-14,36860.0,10590.0,0.2873033098209441,True,0.390558467107334,4136.014166666667,0.0,1362,262
2024-09-15,9522.033333333333,1196.0,0.12560342503876973,True,0.2458119658119658,293.9911111111111,0.0,187,79
2024-09-16,14845.916666666666,932.0,0.06277820500586581,True,0.3263763710061994,304.1827777777778,0.0,391,27
2024-09-17,21166.033333333333,104.0,0.0049135328458646795,True,0.007158119658119659,0.7444444444444445,0.0,414,13
2024-09-18,26959.2,1128.0,0.04184100418410042,True,0.25589465130023636,288.64916666666664,0.0,1188,64
2024-09-19,22644.416666666668,1381.0,0.06098633585173681,True,0.27596769651621206,381.1113888888889,5.684341886080802e-14,858,55
2024-09-20,31090.6,2812.6666666666665,0.09046678631697898,True,0.35799478549419295,1006.92,0.0,1429,91
2024-09-21,12906.333333333334,2125.3333333333335,0.1646736744234097,True,0.527784138435801,1121.7172222222223,0.0,403,139
2024-09-22,13737.333333333334,1299.0,0.09455983694069688,True,0.21904477803438543,284.5391666666667,0.0,281,52
2024-09-23,17515.0,7948.0,0.45378247216671425,True,0.48066655482860815,3820.337777777778,0.0,652,486
2024-09-24,22494.083333333332,11246.166666666666,0.4999611008820838,True,0.31242401114453816,3513.5725,0.0,1003,753
2024-09-25,19510.333333333332,4288.0,0.21978097076762743,True,0.20785583799751245,891.2858333333334,0.0,664,237
2024-09-26,31440.833333333332,5735.0,0.18240610670836757,True,0.2799292841228325,1605.3944444444444,2.2737367544323206e-13,1123,279
2024-09-27,30976.0,18911.5,0.610521048553719,True,0.27677840056168057,5234.294722222222,0.0,1153,691
2024-09-28,51515.0,22876.0,0.44406483548481024,True,0.16248307299255893,3716.962777777778,4.547473508864641e-13,1707,971
2024-09-29,15154.466666666667,9557.133333333333,0.630647949779383,True,0.2287630705162636,2186.3191666666667,0.0,579,270
2024-09-30,8470.666666666666,3048.0,0.35983000157405953,True,0.28022810950714494,854.1352777777778,0.0,754,522
2024-10-01,13798.383333333333,362.5,0.02627119360601423,True,0.5008835249042146,181.5702777777778,0.0,1396,28
2024-10-02,0.0,0.0,0.0,False,,0.0,0.0,0,0
2024-10-03,0.0,0.0,0.0,False,,0.0,0.0,0,0
2024-10-04,0.0,0.0,0.0,False,,0.0,0.0,0,0
2024-10-05,0.0,0.0,0.0,False,,0.0,0.0,0,0
2024-10-06,0.0,0.0,0.0,False,,0.0,0.0,0,0
2024-10-07,0.0,0.0,0.0,False,,0.0,0.0,0,0
2024-10-08,2.333333333333333,0.0,0.0,False,,0.0,0.0,9,0
2024-10-09,26076.166666666668,22256.0,0.8534996836191413,True,0.3977411834012301,8852.127777777778,0.0,1264,466
2024-10-10,25342.0,5816.0,0.2295004340620314,True,0.2348619230475317,1365.9569444444444,0.0,955,87
2024-10-11,17412.766666666666,8039.333333333333,0.46169190038726377,True,0.25505293418470304,2050.4555555555557,0.0,454,225
2024-10-12,105044.5,93569.0,0.8907558225323553,True,0.1295127362932405,12118.377222222221,0.0,771,656
2024-10-13,31556.0,20488.0,0.6492584611484346,True,0.2067705486138227,4236.315,0.0,2428,1151
2024-10-14,3643.0,168.0,0.04611583859456492,True,0.24529100529100528,41.208888888888886,0.0,111,1
2024-10-15,160.0,0.0,0.0,False,,0.0,0.0,7,0
2024-10-16,33998.5,7945.333333333333,0.2336965846532445,True,0.2948660289757789,2342.8088888888888,0.0,834,234
2024-10-17,33476.25,13849.333333333334,0.4137062345194977,True,0.20656431516960302,2860.7780555555555,0.0,672,368
2024-10-18,16161.25,11065.0,0.6846623868822028,True,0.34668765376311694,3836.0988888888887,4.547473508864641e-13,526,251
2024-10-19,10496.0,3130.0,0.29820884146341464,True,0.5468402555910543,1711.6100000000001,2.2737367544323206e-13,256,110
2024-10-20,9957.0,136.0,0.01365873254996485,True,0.007655228758169935,1.041111111111111,0.0,175,17
2024-10-21,16241.916666666666,3192.0,0.19652852957625075,True,0.3234082602339181,1032.3191666666667,0.0,763,320
2024-10-22,28418.666666666668,4940.666666666667,0.173852866660411,True,0.13700344083119687,676.8883333333333,0.0,657,66
2024-10-23,27999.0,11961.666666666666,0.42721763872519253,True,0.5003953137336864,5985.561944444445,9.094947017729282e-13,867,380
2024-10-24,6440.666666666667,4463.666666666667,0.693044198323155,True,0.3571101237149329,1594.0205555555556,0.0,314,207
2024-10-25,24423.583333333332,11685.333333333334,0.4784446726695169,True,0.5401591263502206,6311.939444444444,0.0,1130,654
2024-10-26,54898.0,46824.0,0.8529272468942403,True,0.22734282158247432,10645.100277777778,0.0,1175,892
2024-10-27,4948.583333333333,860.0,0.17378711078928313,True,0.4477332041343669,385.05055555555555,0.0,221,50
2024-10-28,9380.0,2768.0,0.2950959488272921,True,0.7367501605651895,2039.3244444444445,0.0,179,39
2024-10-29,11783.5,3865.0,0.3280010183731489,True,0.14157424177087827,547.1844444444445,0.0,1209,350
2024-10-30,39832.066666666666,17105.283333333333,0.42943499458560186,True,0.3075244945437586,5260.293611111111,0.0,1292,571
2024-10-31,22082.533333333333,208.0,0.009419209148708784,True,0.007729700854700854,1.6077777777777778,2.220446049250313e-16,957,26
2024-11-01,11222.833333333334,312.0,0.027800466311240477,True,0.008212250712250712,2.562222222222222,0.0,651,39
2024-11-02,62957.666666666664,47154.166666666664,0.7489821202607043,True,0.5267692733645548,24839.36611111111,0.0,2095,1611
2024-11-03,4154.416666666667,1129.75,0.27193950213628065,True,0.2786816158933884,314.84055555555557,0.0,177,51
2024-11-04,11074.166666666666,1342.1666666666667,0.12119798329445407,True,0.20276791257916302,272.1483333333333,0.0,453,35
2024-11-05,118104.83333333333,108917.0,0.9222061191399167,True,0.5650638406615435,61545.058333333334,7.275957614183426e-12,3680,3326
2024-11-06,11037.5,7988.0,0.7237146092865232,True,0.7019299435264007,5607.016388888889,0.0,417,335
2024-11-07,7533.0,3103.0,0.4119208814549316,True,0.4056807927811795,1258.8275,0.0,140,81
2024-11-08,15451.5,4409.0,0.2853444649386791,True,0.08619855850406995,380.0494444444444,0.0,195,67
2024-11-09,26777.0,7156.0,0.26724427680472046,True,0.17632623750077636,1261.7905555555556,0.0,246,100
2024-11-10,5442.3,448.0,0.08231813755213788,True,0.2160875496031746,96.80722222222222,0.0,143,45
2024-11-11,11386.0,1016.0,0.08923239065519059,True,0.6583196631671041,668.8527777777778,1.1368683772161603e-13,141,43
2024-11-12,31454.0,23124.0,0.7351688179563808,True,0.33359261181264294,7713.995555555555,0.0,1020,807
2024-11-13,14074.416666666666,7148.0,0.5078718478563351,True,0.30441836877448236,2175.9825,0.0,373,186
2024-11-14,28637.833333333332,10934.0,0.3818026270609392,True,0.25247711013556084,2760.5847222222224,0.0,469,200
2024-11-15,7530.433333333333,1782.0,0.23663976840642195,True,0.29563676892380597,526.8247222222222,0.0,144,61
2024-11-16,12989.7,4339.833333333333,0.33409804178182195,True,0.3535550520373287,1534.3700000000001,0.0,1114,991
2024-11-17,7012.05,3448.0,0.491724959177416,True,0.41907965970610983,1444.9866666666667,0.0,131,77
2024-11-18,10742.083333333334,4670.0,0.43473876110313797,True,0.47297150844634783,2208.7769444444443,0.0,266,169
2024-11-19,10333.183333333332,620.0,0.0600008709803852,True,0.10692876344086022,66.29583333333333,0.0,258,72
2024-11-20,16249.833333333334,312.0,0.01920019692509667,True,0.007792022792022792,2.431111111111111,0.0,450,39
2024-11-21,31341.5,9030.0,0.2881163951948694,True,0.39417503383782454,3559.4005555555555,0.0,751,250
2024-11-22,18834.566666666666,4810.0,0.25538150598987325,True,0.4494341649341649,2161.778333333333,0.0,367,61
2024-11-23,66825.66666666667,19230.0,0.2877636836145792,True,0.42018762639394464,8080.208055555556,9.094947017729282e-13,1741,568
2024-11-24,7016.0,2504.0,0.35689851767388825,True,0.4523028709620163,1132.566388888889,0.0,121,63
2024-11-25,17626.0,5704.0,0.3236128446612958,True,0.33538593774349384,1913.0413888888888,0.0,442,191
2024-11-26,31096.25,4070.0,0.1308839490292238,True,0.33345290745290745,1357.1533333333334,0.0,703,75
2024-11-27,43542.933333333334,26140.933333333334,0.600348468331639,True,0.42962755516677975,11230.865277777779,1.8189894035458565e-12,2274,1697
2024-11-28,37441.8,14754.0,0.3940515680335881,True,0.11586355112737788,1709.4508333333333,0.0,1753,1442
2024-11-29,19635.0,6532.0,0.33267125031830913,True,0.12420357896169287,811.2977777777778,0.0,402,28
2024-11-30,35232.0,1472.0,0.04178019981834696,True,0.035733695652173915,52.6,0.0,1078,90
2024-12-01,46278.0,25332.0,0.5473875275508882,True,0.5325987113356844,13491.790555555555,3.637978807091713e-12,1083,544
2024-12-02,11672.0,3748.0,0.32111034955448936,True,0.24012436262302858,899.9861111111111,0.0,575,166
2024-12-03,106885.0,45672.0,0.42730036955606493,True,0.3704865368521438,16920.86111111111,0.0,2412,1101
