date,alpha_BG,AIDC_scale,policy,slot,Vmin,Vmax,max_phase_line_loading,transformer_phase_current_max,transformer_winding_kVA_max,converged,controls_settled,feasible,Vmin_node,Vmax_node,line_witness
2025-05-06,0.65,1.0,B0,0,0.9780949319591196,1.040079666579102,0.7880830338713981,0.21289451667023804,0.21787888235393385,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.65,1.0,B0,1,0.9780966417976353,1.0400795919319195,0.7881067613142716,0.2128934446440528,0.21787797401084535,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.65,1.0,B0,2,0.981335922652575,1.040166467763329,0.7658123102929125,0.2063432447561387,0.21138240217855284,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.65,1.0,B0,3,0.9813350276435482,1.0401661253722856,0.7659602231579316,0.2063523752694027,0.2113855871993353,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.65,1.0,B0,4,0.9842516486939293,1.0402443627476048,0.7408177732703798,0.20044118218373547,0.20548861678469088,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.65,1.0,B0,5,0.9842669181108241,1.040244289648728,0.7408414002136344,0.20041968914899685,0.20548336316234123,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.65,1.0,B0,6,0.9864842088224284,1.040324303066488,0.7149201060430607,0.19434848104784985,0.199444405914631,True,True,True,sx3047289c.2,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.65,1.0,B0,7,0.9864754162650093,1.0403241738136249,0.7149726676920624,0.19436988742546346,0.19944601334510362,True,True,True,sx3047289c.2,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.65,1.0,B0,8,0.9809971781771588,1.040690324397235,0.7011952127380721,0.19127940047168124,0.19577508139216765,True,True,True,sx2802481a.1,regxfmr_hvmv_sub_lsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.65,1.0,B0,9,0.9809937693865395,1.040689888947401,0.7012504601496574,0.19128804256292103,0.19577516437022338,True,True,True,sx2802481a.1,regxfmr_hvmv_sub_lsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
