day,namespace,comparison,quantity,aidc_id,slot,delta,system_delta,critical_slot
2025-04-04,DA,B1-B0,IT,AIDC01,0,-13.120279057630214,-81.95654246977556,False
2025-04-04,DA,B1-B0,IT,AIDC02,0,3.0556105202681607,-81.95654246977556,False
2025-04-04,DA,B1-B0,IT,AIDC03,0,11.465540200492754,-81.95654246977556,False
2025-04-04,DA,B1-B0,IT,AIDC04,0,-10.56911368531323,-81.95654246977556,False
2025-04-04,DA,B1-B0,IT,AIDC05,0,3.4883536285923036,-81.95654246977556,False
2025-04-04,DA,B1-B0,IT,AIDC06,0,3.5825958185312814,-81.95654246977556,False
2025-04-04,DA,B1-B0,IT,AIDC07,0,-4.045257864992152,-81.95654246977556,False
2025-04-04,DA,B1-B0,IT,AIDC08,0,-19.315966390400042,-81.95654246977556,False
2025-04-04,DA,B1-B0,IT,AIDC09,0,-43.36981132938877,-81.95654246977556,False
2025-04-04,DA,B1-B0,IT,AIDC10,0,-3.016759147669495,-81.95654246977556,False
2025-04-04,DA,B1-B0,IT,AIDC11,0,-3.6445219604528374,-81.95654246977556,False
2025-04-04,DA,B1-B0,IT,AIDC12,0,-6.466933201813325,-81.95654246977556,False
2025-04-04,DA,B1-B0,IT,AIDC01,1,-8.547469348648317,-149.19246022805427,False
2025-04-04,DA,B1-B0,IT,AIDC02,1,-23.131445342162085,-149.19246022805427,False
2025-04-04,DA,B1-B0,IT,AIDC03,1,-23.854303009104655,-149.19246022805427,False
2025-04-04,DA,B1-B0,IT,AIDC04,1,-6.885461419744486,-149.19246022805427,False
2025-04-04,DA,B1-B0,IT,AIDC05,1,-10.96831626584926,-149.19246022805427,False
2025-04-04,DA,B1-B0,IT,AIDC06,1,1.1585161204025596,-149.19246022805427,False
2025-04-04,DA,B1-B0,IT,AIDC07,1,-6.5057190024830795,-149.19246022805427,False
2025-04-04,DA,B1-B0,IT,AIDC08,1,-12.918239157555796,-149.19246022805427,False
2025-04-04,DA,B1-B0,IT,AIDC09,1,-43.01003118308262,-149.19246022805427,False
2025-04-04,DA,B1-B0,IT,AIDC10,1,-3.325697782216774,-149.19246022805427,False
2025-04-04,DA,B1-B0,IT,AIDC11,1,-3.614288334712824,-149.19246022805427,False
2025-04-04,DA,B1-B0,IT,AIDC12,1,-7.590005502896931,-149.19246022805427,False
2025-04-04,DA,B1-B0,IT,AIDC01,2,-6.662733006251045,-67.00171326997109,False
2025-04-04,DA,B1-B0,IT,AIDC02,2,-3.2642220581529884,-67.00171326997109,False
2025-04-04,DA,B1-B0,IT,AIDC03,2,-12.21501051146025,-67.00171326997109,False
2025-04-04,DA,B1-B0,IT,AIDC04,2,-5.367201588368895,-67.00171326997109,False
2025-04-04,DA,B1-B0,IT,AIDC05,2,-8.328416257813807,-67.00171326997109,False
2025-04-04,DA,B1-B0,IT,AIDC06,2,12.513786526388284,-67.00171326997109,False
2025-04-04,DA,B1-B0,IT,AIDC07,2,-3.3313665031255226,-67.00171326997109,False
2025-04-04,DA,B1-B0,IT,AIDC08,2,-9.809023592536256,-67.00171326997109,False
2025-04-04,DA,B1-B0,IT,AIDC09,2,-22.024034103996513,-67.00171326997109,False
2025-04-04,DA,B1-B0,IT,AIDC10,2,-2.7761387526046013,-67.00171326997109,False
2025-04-04,DA,B1-B0,IT,AIDC11,2,-1.8507591684030684,-67.00171326997109,False
2025-04-04,DA,B1-B0,IT,AIDC12,2,-3.8865942536464413,-67.00171326997109,False
2025-04-04,DA,B1-B0,IT,AIDC01,3,-0.05768710821514489,23.59676168057385,False
2025-04-04,DA,B1-B0,IT,AIDC02,3,10.096886724201873,23.59676168057385,False
2025-04-04,DA,B1-B0,IT,AIDC03,3,-0.10575969839440802,23.59676168057385,False
2025-04-04,DA,B1-B0,IT,AIDC04,3,-0.04647017050664104,23.59676168057385,False
2025-04-04,DA,B1-B0,IT,AIDC05,3,-0.07210888526892845,23.59676168057385,False
2025-04-04,DA,B1-B0,IT,AIDC06,3,-0.09294034101328208,23.59676168057385,False
2025-04-04,DA,B1-B0,IT,AIDC07,3,-0.028843554107572444,23.59676168057385,False
2025-04-04,DA,B1-B0,IT,AIDC08,3,-0.08492824265007215,23.59676168057385,False
2025-04-04,DA,B1-B0,IT,AIDC09,3,11.127906926305386,23.59676168057385,False
2025-04-04,DA,B1-B0,IT,AIDC10,3,-0.024036295089642223,23.59676168057385,False
2025-04-04,DA,B1-B0,IT,AIDC11,3,1.520963513665162,23.59676168057385,False
2025-04-04,DA,B1-B0,IT,AIDC12,3,1.3637788116471192,23.59676168057385,False
2025-04-04,DA,B1-B0,IT,AIDC01,4,-0.013002062507791123,14.493804203772445,False
2025-04-04,DA,B1-B0,IT,AIDC02,4,-0.023114777791626295,14.493804203772445,False
2025-04-04,DA,B1-B0,IT,AIDC03,4,-0.023837114597604625,14.493804203772445,False
2025-04-04,DA,B1-B0,IT,AIDC04,4,-0.01047388368682789,14.493804203772445,False
2025-04-04,DA,B1-B0,IT,AIDC05,4,-0.016252578134739792,14.493804203772445,False
2025-04-04,DA,B1-B0,IT,AIDC06,4,8.050614207109703,14.493804203772445,False
2025-04-04,DA,B1-B0,IT,AIDC07,4,-0.006501031253895562,14.493804203772445,False
2025-04-04,DA,B1-B0,IT,AIDC08,4,2.336335937048183,14.493804203772445,False
2025-04-04,DA,B1-B0,IT,AIDC09,4,-0.04297903995631458,14.493804203772445,False
2025-04-04,DA,B1-B0,IT,AIDC10,4,-0.005417526044911192,14.493804203772445,False
2025-04-04,DA,B1-B0,IT,AIDC11,4,-0.0036116840299404984,14.493804203772445,False
2025-04-04,DA,B1-B0,IT,AIDC12,4,4.25204375761821,14.493804203772445,False
2025-04-04,DA,B1-B0,IT,AIDC01,5,-2.5052644100252017,-21.380472399998137,False
2025-04-04,DA,B1-B0,IT,AIDC02,5,3.6277489358991986,-21.380472399998137,False
2025-04-04,DA,B1-B0,IT,AIDC03,5,-4.592984751712855,-21.380472399998137,False
2025-04-04,DA,B1-B0,IT,AIDC04,5,1.4202330694876562,-21.380472399998137,False
2025-04-04,DA,B1-B0,IT,AIDC05,5,-3.131580512531496,-21.380472399998137,False
2025-04-04,DA,B1-B0,IT,AIDC06,5,-0.6876750059372156,-21.380472399998137,False
2025-04-04,DA,B1-B0,IT,AIDC07,5,-1.2526322050126009,-21.380472399998137,False
2025-04-04,DA,B1-B0,IT,AIDC08,5,-3.6883059369815427,-21.380472399998137,False
2025-04-04,DA,B1-B0,IT,AIDC09,5,-8.281290688694398,-21.380472399998137,False
2025-04-04,DA,B1-B0,IT,AIDC10,5,-0.13140987474576438,-21.380472399998137,False
2025-04-04,DA,B1-B0,IT,AIDC11,5,-0.6959067805625523,-21.380472399998137,False
2025-04-04,DA,B1-B0,IT,AIDC12,5,-1.4614042391813662,-21.380472399998137,False
2025-04-04,DA,B1-B0,IT,AIDC01,6,-0.843006176936214,25.82044129118758,False
2025-04-04,DA,B1-B0,IT,AIDC02,6,-1.4986776478865664,25.82044129118758,False
2025-04-04,DA,B1-B0,IT,AIDC03,6,12.228110363919697,25.82044129118758,False
2025-04-04,DA,B1-B0,IT,AIDC04,6,-0.67908830919861,25.82044129118758,False
2025-04-04,DA,B1-B0,IT,AIDC05,6,-1.053757721170257,25.82044129118758,False
2025-04-04,DA,B1-B0,IT,AIDC06,6,-1.35817661839722,25.82044129118758,False
2025-04-04,DA,B1-B0,IT,AIDC07,6,2.644970905565625,25.82044129118758,False
2025-04-04,DA,B1-B0,IT,AIDC08,6,-1.2410924271560795,25.82044129118758,False
2025-04-04,DA,B1-B0,IT,AIDC09,6,17.5256084642809,25.82044129118758,False
2025-04-04,DA,B1-B0,IT,AIDC10,6,-0.35125257372341956,25.82044129118758,False
2025-04-04,DA,B1-B0,IT,AIDC11,6,-0.23416838248227823,25.82044129118758,False
2025-04-04,DA,B1-B0,IT,AIDC12,6,0.6809714143720029,25.82044129118758,False
2025-04-04,DA,B1-B0,IT,AIDC01,7,5.2378283321125245,0.7403979337488433,False
2025-04-04,DA,B1-B0,IT,AIDC02,7,5.436704124437824,0.7403979337488433,False
2025-04-04,DA,B1-B0,IT,AIDC03,7,-2.593998969574244,0.7403979337488433,False
2025-04-04,DA,B1-B0,IT,AIDC04,7,-1.1397874260250518,0.7403979337488433,False
