source_pu,alpha,slot,converged,control_actions_complete,solver_error,Vmin_pu,Vmin_node,Vmax_pu,Vmax_node,max_phase_line_loading_pu,line_witness,max_transformer_phase_current_pu,transformer_current_witness,max_transformer_winding_kva_pu,transformer_kva_witness,undervoltage_nodes,overvoltage_nodes,line_violations,transformer_current_violations,transformer_kva_violations,native_P_scheduled_kw,native_Q_scheduled_kvar,PV_scheduled_kw,AIDC_P_scheduled_kw,AIDC_Q_scheduled_kvar,MESS_P_scheduled_kw,MESS_Q_scheduled_kvar,feasible_slot
1.04,0.576,0,True,True,,0.974474367482862,sx2748781a.2,1.0399999938999878,sourcebus.3,0.7298523297272397,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.22006860082631147,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2246732720589586,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4664.015153109298,1168.9123817117506,0.0,1136.5149553661693,373.554401126925,0.0,0.0,True
1.04,0.576,1,True,True,,0.9744459062286855,sx2748781a.2,1.0399999939122186,sourcebus.3,0.729772113966468,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.22010118670084872,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2246730847686607,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4664.015153109298,1168.9123817117506,0.0,1136.5149551325344,373.55440105013287,0.0,0.0,True
1.04,0.576,2,True,True,,0.9775872738667533,sx2802481a.1,1.0400145409672232,hvmv_sub_hsb.3,0.7041256326914046,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.2138245218740091,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.21846678948353265,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4512.700259342023,1130.989294617136,0.0,1136.5149549020769,373.5544009743853,0.0,0.0,True
1.04,0.576,3,True,True,,0.9775966800332151,sx2802481a.1,1.0400145163950685,hvmv_sub_hsb.3,0.7041363622310295,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.21381152992150135,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.21846487463259107,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4512.700259342023,1130.989294617136,0.0,1136.5149546747543,373.55440089966777,0.0,0.0,True
1.04,0.576,4,True,True,,0.9808283594137923,sx2802481a.1,1.0400964170403555,hvmv_sub_hsb.3,0.6811212327572502,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.20814458398491156,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.21284875596927344,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4374.196169565428,1096.2768976495474,0.0,1136.5149544505225,373.5544008259665,0.0,0.0,True
1.04,0.576,5,True,True,,0.980844921538671,sx2802481a.1,1.0400963102801513,hvmv_sub_hsb.3,0.6811676162671595,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.20812323060223703,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.21284899989685396,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4374.196169565428,1096.2768976495474,0.0,1136.5149544375531,373.55440082170367,0.0,0.0,True
1.04,0.576,6,True,True,,0.9834652735285772,sx2802481a.1,1.0401665172055818,hvmv_sub_hsb.3,0.6592251753863234,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.20284916078963172,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20761152870170582,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4243.615188691471,1063.5502189512854,0.0,1136.5149544246508,373.5544008174629,0.0,0.0,True
1.04,0.576,7,True,True,,0.9834839335297535,sx2802481a.1,1.0401664343744368,hvmv_sub_hsb.3,0.6592513966363944,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.2028238637467702,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2076055744579964,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4243.615188691471,1063.5502189512854,0.0,1136.5149544118156,373.5544008132441,0.0,0.0,True
1.04,0.576,8,True,True,,0.9848793244487463,sx2802481a.1,1.0401974902038522,hvmv_sub_hsb.3,0.6480322462627927,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.19903568397175642,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2037854586230324,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4147.189886587515,1039.3837602586138,0.0,1136.5149543990472,373.5544008090473,0.0,0.0,True
1.04,0.576,9,True,True,,0.9848728396087268,sx2802481a.1,1.0401976614474058,hvmv_sub_hsb.3,0.6479763499713679,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.1990413674214994,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20378667083258048,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4147.189886587515,1039.3837602586138,0.0,1136.5149544206663,373.55440081615325,0.0,0.0,True
