time,element_id,element_type,from_bus,to_bus,phase,B0_loading,B3_loading,B0_element_max_loading,B3_element_max_loading,terminal,terminal_bus,current_rating_A,validation_scope,data_status,x_from,y_from,x_to,y_to
2025-05-01T18:15:00,Line.hvmv_sub_connector,LINE,_hvmv_sub_lsb,hvmv_sub_48332,node1,0.7804817459850476,0.7911314413791755,0.7804817459850478,0.7911314413791756,t1,_hvmv_sub_lsb,400.0,REALIZED_OPERATION_AC,RECORDED,1693852.0,12277577.7570982,1693886.0,12277577.7570982
2025-05-01T18:15:00,Line.hvmv_sub_connector,LINE,_hvmv_sub_lsb,hvmv_sub_48332,node2,0.7675612336560818,0.7679242556542524,0.7804817459850478,0.7911314413791756,t1,_hvmv_sub_lsb,400.0,REALIZED_OPERATION_AC,RECORDED,1693852.0,12277577.7570982,1693886.0,12277577.7570982
2025-05-01T18:15:00,Line.hvmv_sub_connector,LINE,_hvmv_sub_lsb,hvmv_sub_48332,node3,0.7486308612923375,0.7679623359156792,0.7804817459850478,0.7911314413791756,t1,_hvmv_sub_lsb,400.0,REALIZED_OPERATION_AC,RECORDED,1693852.0,12277577.7570982,1693886.0,12277577.7570982
2025-05-01T18:15:00,Line.hvmv_sub_connector,LINE,_hvmv_sub_lsb,hvmv_sub_48332,node1,0.7804817459850478,0.7911314413791756,0.7804817459850478,0.7911314413791756,t2,hvmv_sub_48332,400.0,REALIZED_OPERATION_AC,RECORDED,1693852.0,12277577.7570982,1693886.0,12277577.7570982
2025-05-01T18:15:00,Line.hvmv_sub_connector,LINE,_hvmv_sub_lsb,hvmv_sub_48332,node2,0.7675612336560818,0.7679242556542523,0.7804817459850478,0.7911314413791756,t2,hvmv_sub_48332,400.0,REALIZED_OPERATION_AC,RECORDED,1693852.0,12277577.7570982,1693886.0,12277577.7570982
2025-05-01T18:15:00,Line.hvmv_sub_connector,LINE,_hvmv_sub_lsb,hvmv_sub_48332,node3,0.7486308612923375,0.767962335915679,0.7804817459850478,0.7911314413791756,t2,hvmv_sub_48332,400.0,REALIZED_OPERATION_AC,RECORDED,1693852.0,12277577.7570982,1693886.0,12277577.7570982
2025-05-01T18:15:00,Line.ln5502549-1,LINE,m1009763.2,l2673322.2,node2,0.0024693474498072732,0.002497249188158045,0.0024697176319108363,0.0024976146137374046,t1,m1009763.2,400.0,REALIZED_OPERATION_AC,RECORDED,1662434.20000574,12281193.2184775,1662466.18157377,12281293.8203336
2025-05-01T18:15:00,Line.ln5502549-1,LINE,m1009763.2,l2673322.2,node2,0.0024697176319108363,0.0024976146137374046,0.0024697176319108363,0.0024976146137374046,t2,l2673322.2,400.0,REALIZED_OPERATION_AC,RECORDED,1662434.20000574,12281193.2184775,1662466.18157377,12281293.8203336
2025-05-01T18:15:00,Line.ln6259988-1,LINE,m1069148.3,l2673309.3,node3,0.0018362799445364219,0.0018206918812279404,0.001837526679008825,0.0018219506466368206,t1,m1069148.3,400.0,REALIZED_OPERATION_AC,RECORDED,1674268.12974476,12266091.5900475,1673916.32020843,12266089.1693115
2025-05-01T18:15:00,Line.ln6259988-1,LINE,m1069148.3,l2673309.3,node3,0.001837526679008825,0.0018219506466368206,0.001837526679008825,0.0018219506466368206,t2,l2673309.3,400.0,REALIZED_OPERATION_AC,RECORDED,1674268.12974476,12266091.5900475,1673916.32020843,12266089.1693115
2025-05-01T18:15:00,Line.ln6077796-1,LINE,m1069588.2,l2804270.2,node2,0.0021056449240277964,0.002094294103745005,0.0021057775639863135,0.0020944275688429726,t1,m1069588.2,400.0,REALIZED_OPERATION_AC,RECORDED,1674984.67169743,12287113.040307,1674953.4315054,12287092.199859
2025-05-01T18:15:00,Line.ln6077796-1,LINE,m1069588.2,l2804270.2,node2,0.0021057775639863135,0.0020944275688429726,0.0021057775639863135,0.0020944275688429726,t2,l2804270.2,400.0,REALIZED_OPERATION_AC,RECORDED,1674984.67169743,12287113.040307,1674953.4315054,12287092.199859
2025-05-01T18:15:00,Line.ln5835135-2,LINE,m3036164.2,l2935553.2,node2,0.020627803475157497,0.02071774140447798,0.02062833729252087,0.020718272713801583,t1,m3036164.2,400.0,REALIZED_OPERATION_AC,RECORDED,1668428.08980332,12289757.0697495,1668339.05914724,12289885.9790616
2025-05-01T18:15:00,Line.ln5835135-2,LINE,m3036164.2,l2935553.2,node2,0.02062833729252087,0.020718272713801583,0.02062833729252087,0.020718272713801583,t2,l2935553.2,400.0,REALIZED_OPERATION_AC,RECORDED,1668428.08980332,12289757.0697495,1668339.05914724,12289885.9790616
2025-05-01T18:15:00,Line.ln5896826-1,LINE,m1209749.2,l2748840.2,node2,0.0010518128394390424,0.0010444672972699915,0.0010542055989576549,0.0010468790584036976,t1,m1209749.2,400.0,REALIZED_OPERATION_AC,RECORDED,1692000.00048127,12273042.1702779,1692304.77974556,12272449.8804854
2025-05-01T18:15:00,Line.ln5896826-1,LINE,m1209749.2,l2748840.2,node2,0.0010542055989576549,0.0010468790584036976,0.0010542055989576549,0.0010468790584036976,t2,l2748840.2,400.0,REALIZED_OPERATION_AC,RECORDED,1692000.00048127,12273042.1702779,1692304.77974556,12272449.8804854
2025-05-01T18:15:00,Line.ln5714038-1,LINE,m1108264.2,m1108263.2,node2,0.002763794704527214,0.0027783851347242586,0.002764911013231843,0.002779495308418597,t1,m1108264.2,400.0,REALIZED_OPERATION_AC,RECORDED,1679540.54190967,12260421.0589702,1679627.65154175,12260104.7699459
2025-05-01T18:15:00,Line.ln5714038-1,LINE,m1108264.2,m1108263.2,node2,0.002764911013231843,0.002779495308418597,0.002764911013231843,0.002779495308418597,t2,m1108263.2,400.0,REALIZED_OPERATION_AC,RECORDED,1679540.54190967,12260421.0589702,1679627.65154175,12260104.7699459
2025-05-01T18:15:00,Line.ln5653457-1,LINE,l3085398,m1026891,node1,0.051680690405901786,0.11476591995982846,0.07909140823267322,0.13932753940896364,t1,l3085398,400.0,REALIZED_OPERATION_AC,RECORDED,1663360.6087106,12285489.5210735,1663258.8886465,12285227.3688813
2025-05-01T18:15:00,Line.ln5653457-1,LINE,l3085398,m1026891,node2,0.07908954834078584,0.13932753940896364,0.07909140823267322,0.13932753940896364,t1,l3085398,400.0,REALIZED_OPERATION_AC,RECORDED,1663360.6087106,12285489.5210735,1663258.8886465,12285227.3688813
2025-05-01T18:15:00,Line.ln5653457-1,LINE,l3085398,m1026891,node3,0.046560856915430916,0.10884629224769132,0.07909140823267322,0.13932753940896364,t1,l3085398,400.0,REALIZED_OPERATION_AC,RECORDED,1663360.6087106,12285489.5210735,1663258.8886465,12285227.3688813
2025-05-01T18:15:00,Line.ln5653457-1,LINE,l3085398,m1026891,node1,0.051682475704671924,0.11476464388819878,0.07909140823267322,0.13932753940896364,t2,m1026891,400.0,REALIZED_OPERATION_AC,RECORDED,1663360.6087106,12285489.5210735,1663258.8886465,12285227.3688813
2025-05-01T18:15:00,Line.ln5653457-1,LINE,l3085398,m1026891,node2,0.07909140823267322,0.13932678778112986,0.07909140823267322,0.13932753940896364,t2,m1026891,400.0,REALIZED_OPERATION_AC,RECORDED,1663360.6087106,12285489.5210735,1663258.8886465,12285227.3688813
2025-05-01T18:15:00,Line.ln5653457-1,LINE,l3085398,m1026891,node3,0.04656214699604558,0.10884422813218333,0.07909140823267322,0.13932753940896364,t2,m1026891,400.0,REALIZED_OPERATION_AC,RECORDED,1663360.6087106,12285489.5210735,1663258.8886465,12285227.3688813
2025-05-01T18:15:00,Line.ln5835173-1,LINE,l3216367,m1069468,node1,0.04355668632364749,0.012343275868612698,0.08652566380064315,0.03426934747416477,t1,l3216367,400.0,REALIZED_OPERATION_AC,RECORDED,1673511.27086405,12278909.6206514,1673577.79809611,12278791.4018993
2025-05-01T18:15:00,Line.ln5835173-1,LINE,l3216367,m1069468,node2,0.08652469242317849,0.03426770566144871,0.08652566380064315,0.03426934747416477,t1,l3216367,400.0,REALIZED_OPERATION_AC,RECORDED,1673511.27086405,12278909.6206514,1673577.79809611,12278791.4018993
2025-05-01T18:15:00,Line.ln5835173-1,LINE,l3216367,m1069468,node3,0.06825177047703222,0.01662491969106673,0.08652566380064315,0.03426934747416477,t1,l3216367,400.0,REALIZED_OPERATION_AC,RECORDED,1673511.27086405,12278909.6206514,1673577.79809611,12278791.4018993
2025-05-01T18:15:00,Line.ln5835173-1,LINE,l3216367,m1069468,node1,0.043557591265803,0.012344450682693983,0.08652566380064315,0.03426934747416477,t2,m1069468,400.0,REALIZED_OPERATION_AC,RECORDED,1673511.27086405,12278909.6206514,1673577.79809611,12278791.4018993
2025-05-01T18:15:00,Line.ln5835173-1,LINE,l3216367,m1069468,node2,0.08652566380064315,0.03426934747416477,0.08652566380064315,0.03426934747416477,t2,m1069468,400.0,REALIZED_OPERATION_AC,RECORDED,1673511.27086405,12278909.6206514,1673577.79809611,12278791.4018993
2025-05-01T18:15:00,Line.ln5835173-1,LINE,l3216367,m1069468,node3,0.06825237644652092,0.016626895860052004,0.08652566380064315,0.03426934747416477,t2,m1069468,400.0,REALIZED_OPERATION_AC,RECORDED,1673511.27086405,12278909.6206514,1673577.79809611,12278791.4018993
2025-05-01T18:15:00,Line.ln6321415-1,LINE,m1142800.2,m1142799.2,node2,0.0017793076023419876,0.0017577908006136545,0.0017803578602083956,0.0017588543709250064,t1,m1142800.2,400.0,REALIZED_OPERATION_AC,RECORDED,1686401.39106806,12272256.4509812,1686166.70255584,12272059.916709
2025-05-01T18:15:00,Line.ln6321415-1,LINE,m1142800.2,m1142799.2,node2,0.0017803578602083956,0.0017588543709250064,0.0017803578602083956,0.0017588543709250064,t2,m1142799.2,400.0,REALIZED_OPERATION_AC,RECORDED,1686401.39106806,12272256.4509812,1686166.70255584,12272059.916709
2025-05-01T18:15:00,Line.ln5565092-1,LINE,m1047592.3,p827512.3,node3,0.0027583895818606924,0.002733559919701462,0.002758431933851891,0.002733602709642112,t1,m1047592.3,400.0,REALIZED_OPERATION_AC,RECORDED,1668812.72058768,12283524.2602717,1668818.20103568,12283534.9303517
2025-05-01T18:15:00,Line.ln5565092-1,LINE,m1047592.3,p827512.3,node3,0.002758431933851891,0.002733602709642112,0.002758431933851891,0.002733602709642112,t2,p827512.3,400.0,REALIZED_OPERATION_AC,RECORDED,1668812.72058768,12283524.2602717,1668818.20103568,12283534.9303517
2025-05-01T18:15:00,Line.ln6073648-1,LINE,m1047339.1,p895104.1,node1,0.0038719542161175036,0.003873554704545946,0.003872042705176313,0.0038736431515611486,t1,m1047339.1,400.0,REALIZED_OPERATION_AC,RECORDED,1671536.88827021,12264379.6013099,1671529.47041421,12264403.8864939
2025-05-01T18:15:00,Line.ln6073648-1,LINE,m1047339.1,p895104.1,node1,0.003872042705176313,0.0038736431515611486,0.003872042705176313,0.0038736431515611486,t2,p895104.1,400.0,REALIZED_OPERATION_AC,RECORDED,1671536.88827021,12264379.6013099,1671529.47041421,12264403.8864939
2025-05-01T18:15:00,Line.ln5774457-1,LINE,m1026915,m1026920,node1,0.03758527796793606,0.03752878056101212,0.037586063583871294,0.03752958101245585,t1,m1026915,400.0,REALIZED_OPERATION_AC,RECORDED,1663539.86195877,12285876.8797939,1663580.1502148,12286004.691378
2025-05-01T18:15:00,Line.ln5774457-1,LINE,m1026915,m1026920,node2,0.030233239286418384,0.030399744722489942,0.037586063583871294,0.03752958101245585,t1,m1026915,400.0,REALIZED_OPERATION_AC,RECORDED,1663539.86195877,12285876.8797939,1663580.1502148,12286004.691378
2025-05-01T18:15:00,Line.ln5774457-1,LINE,m1026915,m1026920,node3,0.029068944224620998,0.028811061068978638,0.037586063583871294,0.03752958101245585,t1,m1026915,400.0,REALIZED_OPERATION_AC,RECORDED,1663539.86195877,12285876.8797939,1663580.1502148,12286004.691378
2025-05-01T18:15:00,Line.ln5774457-1,LINE,m1026915,m1026920,node1,0.037586063583871294,0.03752958101245585,0.037586063583871294,0.03752958101245585,t2,m1026920,400.0,REALIZED_OPERATION_AC,RECORDED,1663539.86195877,12285876.8797939,1663580.1502148,12286004.691378
2025-05-01T18:15:00,Line.ln5774457-1,LINE,m1026915,m1026920,node2,0.030234121005348242,0.030400613609927164,0.037586063583871294,0.03752958101245585,t2,m1026920,400.0,REALIZED_OPERATION_AC,RECORDED,1663539.86195877,12285876.8797939,1663580.1502148,12286004.691378
