source_pu,alpha,slot,converged,control_actions_complete,solver_error,Vmin_pu,Vmin_node,Vmax_pu,Vmax_node,max_phase_line_loading_pu,line_witness,max_transformer_phase_current_pu,transformer_current_witness,max_transformer_winding_kva_pu,transformer_kva_witness,undervoltage_nodes,overvoltage_nodes,line_violations,transformer_current_violations,transformer_kva_violations,native_P_scheduled_kw,native_Q_scheduled_kvar,PV_scheduled_kw,AIDC_P_scheduled_kw,AIDC_Q_scheduled_kvar,MESS_P_scheduled_kw,MESS_Q_scheduled_kvar,feasible_slot
1.04,0.572,0,True,True,,0.974899536454209,sx2748781a.2,1.0399999937679878,sourcebus.3,0.7248229090150695,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.21878248263936692,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2233823984803117,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4631.626158990483,1160.79493461653,0.0,1136.5149553661693,373.554401126925,0.0,0.0,True
1.04,0.572,1,True,True,,0.974882982011771,sx2748781a.2,1.0399999937754618,sourcebus.3,0.7247751638718912,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.21880136702793446,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.22338232102665356,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4631.626158990483,1160.79493461653,0.0,1136.5149551325344,373.55440105013287,0.0,0.0,True
1.04,0.572,2,True,True,,0.9780105475213056,sx2802481a.1,1.0400117365884898,hvmv_sub_hsb.3,0.6992905687907526,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.21257331594002613,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2172247066396726,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4481.3620630965925,1123.1352022934059,0.0,1136.5149549020769,373.5544009743853,0.0,0.0,True
1.04,0.572,3,True,True,,0.9780195748110574,sx2802481a.1,1.0400117144134349,hvmv_sub_hsb.3,0.6993002426561556,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.21256079270508763,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2172228630609607,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4481.3620630965925,1123.1352022934059,0.0,1136.5149546747543,373.55440089966777,0.0,0.0,True
1.04,0.572,4,True,True,,0.9808626110321494,sx2802481a.1,1.0401038934239666,hvmv_sub_hsb.3,0.6758717130404985,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.20701609251882974,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.21163432648586686,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4343.819807276779,1088.6638636380922,0.0,1136.5149544505225,373.5544008259665,0.0,0.0,True
1.04,0.572,5,True,True,,0.9808796899652557,sx2802481a.1,1.0401037842912741,hvmv_sub_hsb.3,0.675919066578061,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.2069940202346185,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2116345749493363,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4343.819807276779,1088.6638636380922,0.0,1136.5149544375531,373.55440082170367,0.0,0.0,True
1.04,0.572,6,True,True,,0.9835325681251488,sx2802481a.1,1.040161811685613,hvmv_sub_hsb.3,0.6592483233615497,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.2017109185708193,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20643907189551622,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4214.145638770003,1056.1644535419016,0.0,1136.5149544246508,373.5544008174629,0.0,0.0,True
1.04,0.572,7,True,True,,0.983541891239249,sx2802481a.1,1.0401617537672367,hvmv_sub_hsb.3,0.6592729540366723,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.2016987176546775,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20643915026367668,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4214.145638770003,1056.1644535419016,0.0,1136.5149544118156,373.5544008132441,0.0,0.0,True
1.04,0.572,8,True,True,,0.9854624813226567,sx2802481a.1,1.0402127694745507,hvmv_sub_hsb.3,0.6431295784618524,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.1978569612035815,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20263754881875817,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4118.389956819546,1032.16581747904,0.0,1136.5149543990472,373.5544008090473,0.0,0.0,True
1.04,0.572,9,True,True,,0.9854515694542095,sx2802481a.1,1.0402128266302988,hvmv_sub_hsb.3,0.6431076137685489,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.19787147957420206,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20263903380686335,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4118.389956819546,1032.16581747904,0.0,1136.5149544206663,373.55440081615325,0.0,0.0,True
1.04,0.572,10,True,True,,0.9861602137360521,sx2710504b.1,1.0402429734298884,hvmv_sub_hsb.3,0.6336149505622793,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.1956183211784719,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20043937280771593,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4062.706626533161,1018.2102594265949,0.0,1136.5149544423514,373.55440082328073,0.0,0.0,True
1.04,0.572,11,True,True,,0.9861537158484411,sx2710504b.1,1.040243196282682,hvmv_sub_hsb.3,0.6335423852014361,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.19562571699602738,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20044087576225364,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4062.706626533161,1018.2102594265949,0.0,1136.5149544641024,373.5544008304299,0.0,0.0,True
1.04,0.572,12,True,True,,0.9868419170000564,sx2710504b.1,1.0402563502261923,hvmv_sub_hsb.3,0.6293351703861603,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.19464657332713317,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.19945758705812586,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4037.6674257817594,1011.9348441833647,0.0,1136.5149544859196,373.55440083760095,0.0,0.0,True
