day,case,slot,DA_AUTHORIZED_nodeh,ACTUAL_SOURCE_AVAILABLE_nodeh,RACK_CAPACITY_FEASIBLE_nodeh,GRID_NOMINALLY_FEASIBLE_nodeh,CURRENT_MARGIN_FEASIBLE_nodeh,EXECUTED_nodeh,SOURCE_UNAVAILABLE_nodeh,TRUE_RACK_CAPACITY_LIMIT_nodeh,NOMINAL_CURRENT_LIMIT_nodeh,CURRENT_MARGIN_ONLY_nodeh,SAFETY_MARGIN_SERVICE_COST_NODEH,identity_error_nodeh
2025-04-04,B1,0,12.653253688440104,9.594523400010381,3.038194444444454,3.038194444444454,3.038194444444454,3.038194444444455,3.0587302884297234,6.556328955565927,0.0,0.0,0.0,-1.7763568394002505e-15
2025-04-04,B1,1,4.783914079465716,4.783914079465716,2.234791666666667,2.234791666666667,2.234791666666667,2.234791666666667,0.0,2.549122412799049,0.0,0.0,0.0,0.0
2025-04-04,B1,2,3.54111118232319,2.9705321989849276,2.250208333333333,0.25607989006327664,0.23301305025468705,0.23301305025468705,0.5705789833382626,0.7203238656515945,1.9941284432700566,0.02306683980858959,0.02306683980858959,0.0
2025-04-04,B1,3,2.670098254112731,2.670098254112731,2.186041666666668,0.11136643553309489,0.10066697650633262,0.1006669765063326,0.0,0.48405658744606317,2.074675231133573,0.010699459026762267,0.010699459026762267,0.0
2025-04-04,B1,4,1.6041920902406135,1.5881082546578655,1.5881082546578655,0.024953511311406208,0.02256268544411503,0.022562685444115025,0.016083835582747952,0.0,1.5631547433464594,0.002390825867291179,0.002390825867291179,0.0
2025-04-04,B1,5,1.7232089083342506,1.7232089083342506,1.72320890833425,0.8390206215609949,0.7660774188980519,0.7660774188980518,0.0,6.661338147750939e-16,0.884188286773255,0.07294320266294296,0.07294320266294296,0.0
2025-04-04,B1,6,4.4212331142926615,2.364142473793602,2.3641424737936028,1.3960848094598868,1.2754747250707998,1.2754747250707998,2.0570906404990597,0.0,0.968057664333716,0.12061008438908694,0.12061008438908694,-8.881784197001252e-16
2025-04-04,B1,7,2.5068251706381903,1.3385939615898956,1.3385939615898954,0.7021720908354842,0.6410264047771677,0.6410264047771677,1.1682312090482947,2.220446049250313e-16,0.6364218707544113,0.061145686058316495,0.061145686058316495,-4.440892098500626e-16
2025-04-04,B1,8,2.241106568144769,0.5881408400299326,0.5881408400299326,0.5881408400299326,0.5881408400299326,0.5881408400299326,1.6529657281148362,0.0,0.0,0.0,0.0,0.0
2025-04-04,B1,9,1.5489377593160547,1.5489377593160547,1.548937759316055,1.5489377593160547,1.5489377593160545,1.5489377593160545,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16
2025-04-04,B1,10,0.9247146974340602,0.9247146974340602,0.9247146974340603,0.9247146974340602,0.9247146974340603,0.9247146974341329,0.0,0.0,1.1102230246251565e-16,0.0,0.0,-7.283063041541027e-14
2025-04-04,B1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-04,B1,12,4.886052376594165,3.7611296420946334,3.761129642094632,3.047068766072296,2.9665163683847102,2.9665163683847093,1.1249227344995316,1.3322676295501878e-15,0.7140608760223359,0.08055239768758593,0.08055239768758593,8.881784197001252e-16
2025-04-04,B1,13,3.315463504939693,2.8303704106755125,2.8303704106755116,0.8111694810963743,0.740590432848421,0.740590432848421,0.48509309426418046,8.881784197001252e-16,2.0192009295791373,0.07057904824795336,0.07057904824795336,0.0
2025-04-04,B1,14,2.7050182434367205,1.6500885869791817,1.6500885869791817,1.3829206424276357,1.2635610584607189,1.2635610584607189,1.0549296564575388,0.0,0.267167944551546,0.11935958396691682,0.11935958396691682,0.0
2025-04-04,B1,15,1.9005670595976518,1.9005670595976518,1.9005670595976518,1.9005670595976516,1.9005670595976516,1.9005670595976514,0.0,0.0,2.220446049250313e-16,0.0,0.0,2.220446049250313e-16
2025-04-04,B1,16,3.03019404193711,2.2266363746795443,2.226636374679544,2.226636374679544,2.226636374679544,2.226636374679544,0.8035576672575657,4.440892098500626e-16,0.0,0.0,0.0,0.0
2025-04-04,B1,17,1.156100195717178,1.156100195717178,1.156100195717178,1.156100195717178,1.1561001957171781,1.1561001957171781,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16
2025-04-04,B1,18,3.6082091677418937,2.8815141341128774,2.8815141341128774,2.7434307486680067,2.6704789770153043,2.670478977015304,0.7266950336290163,0.0,0.13808338544487064,0.07295177165270239,0.07295177165270239,4.440892098500626e-16
2025-04-04,B1,19,1.5504712787921786,0.8566167621754474,0.8566167621754474,0.4548605957040978,0.4149156261307878,0.4149156261307878,0.6938545166167313,0.0,0.40175616647134954,0.03994496957331001,0.03994496957331001,0.0
2025-04-04,B1,20,0.9877485028158518,0.9776451356751397,0.9776451356751397,0.12971241148037924,0.1173295513180892,0.11732955131808918,0.010103367140712138,0.0,0.8479327241947604,0.012382860162290038,0.012382860162290038,0.0
2025-04-04,B1,21,2.585244046830274,1.8600158635412536,1.8600158635412536,1.8600158635412538,1.7581996056231606,1.758199605623161,0.7252281832890206,0.0,0.0,0.10181625791809323,0.10181625791809323,-8.881784197001252e-16
2025-04-04,B1,22,1.4479406200986236,0.9550031645251713,0.9550031645251712,0.03722976694041232,0.03356792264881196,0.03356792264881196,0.49293745557345225,1.1102230246251565e-16,0.9177733975847588,0.0036618442916003593,0.0036618442916003593,2.220446049250313e-16
2025-04-04,B1,23,0.6716046006223825,0.6716046006223825,0.6716046006223826,0.6716046006223825,0.6716046006223825,0.6716046006223826,0.0,0.0,1.1102230246251565e-16,0.0,0.0,-2.220446049250313e-16
2025-04-04,B1,24,1.1176268299750218,0.8370039056419598,0.8370039056419598,0.8370039056419598,0.8370039056419598,0.8370039056419598,0.280622924333062,0.0,0.0,0.0,0.0,0.0
2025-04-04,B1,25,4.219830834329384,2.2674036448206065,2.2674036448206074,1.9034832075106374,1.7411496095404784,1.7411496095404786,1.9524271895087777,0.0,0.36392043730997004,0.162333597970159,0.162333597970159,-8.881784197001252e-16
2025-04-04,B1,26,3.6692739447039093,1.8441529499256457,1.844152949925646,0.9124912071282923,0.8341782899598973,0.8341782899598973,1.8251209947782636,0.0,0.9316617427973536,0.07831291716839506,0.07831291716839506,0.0
2025-04-04,B1,27,2.8412640259152613,2.1031878465004774,2.103187846500478,1.325950764839433,1.2138177900273466,1.2138177900273466,0.7380761794147839,0.0,0.7772370816610448,0.1121329748120865,0.1121329748120865,-4.440892098500626e-16
2025-04-04,B1,28,1.5308071081348986,0.7407433449665071,0.7407433449665071,0.7407433449665071,0.7407433449665071,0.740743344966507,0.7900637631683916,0.0,0.0,0.0,0.0,0.0
2025-04-04,B1,29,0.18511862919645325,0.18511862919645325,0.18511862919645325,0.18511862919645325,0.18511862919645325,0.18511862919645325,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-04,B1,30,1.7425854472638078,1.4389629971948992,1.4389629971948996,0.1764096496048448,0.1592628512995433,0.15926285129954326,0.30362245006890864,0.0,1.2625533475900548,0.017146798305301497,0.017146798305301497,-4.440892098500626e-16
2025-04-04,B1,31,2.2115131892319937,1.3566245710723144,1.2537499999999968,0.1530843998301745,0.13957722341970383,0.13957722341970383,0.8548886181596793,0.10287457107231757,1.1006656001698223,0.013507176410470667,0.013507176410470667,0.0
2025-04-04,B1,32,0.9841366035542843,0.6506612747111149,0.6506612747111149,0.3644921947895605,0.33345459540525346,0.3334545954052534,0.33347532884316944,0.0,0.2861690799215544,0.031037599384307057,0.031037599384307057,1.1102230246251565e-16
2025-04-04,B1,33,1.3592006168406174,1.3592006168406174,1.3465972222222224,0.5574063643636944,0.5101771342435839,0.5101771342435839,0.0,0.012603394618394992,0.789190857858528,0.04722923012011049,0.04722923012011049,0.0
2025-04-04,B1,34,2.01005507699523,2.01005507699523,1.820972222222221,1.166752349913597,1.102103004495944,1.1021030044959441,0.0,0.189082854773009,0.6542198723086241,0.0646493454176531,0.0646493454176531,0.0
2025-04-04,B1,35,2.9184556352285442,2.7197653005934397,1.968541666666667,1.5534414549562998,1.51263189057406,1.5126318905740603,0.19869033463510455,0.7512236339267726,0.41510021171036726,0.04080956438223993,0.04080956438223993,-4.440892098500626e-16
2025-04-04,B1,36,1.190483668186747,1.0831290848892066,1.0831290848892063,1.0831290848892066,1.0831290848892066,1.0831290848892068,0.10735458329754044,2.220446049250313e-16,0.0,0.0,0.0,-4.440892098500626e-16
