date,alpha_BG,AIDC_scale,policy,slot,Vmin,Vmax,max_phase_line_loading,transformer_phase_current_max,transformer_winding_kVA_max,converged,controls_settled,feasible,Vmin_node,Vmax_node,line_witness
2025-05-06,0.7,1.0,B0,0,0.9700307044537669,1.0399999921906686,0.8589099859876256,0.22901184818979614,0.2337758497799286,True,True,True,sx2802481a.1,sourcebus.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,1,0.9700103469210019,1.0399999921989858,0.8588420385141359,0.22903866624481203,0.2337757071644901,True,True,True,sx2802481a.1,sourcebus.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,2,0.9740287336715604,1.0399999984052428,0.8243506707106254,0.22177507404437563,0.2266066520550985,True,True,True,sx2802481a.1,sourcebus.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,3,0.9740489081712853,1.0399999983881447,0.8244736828139796,0.22175107583924622,0.2266077705705417,True,True,True,sx2802481a.1,sourcebus.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,4,0.9773169874739704,1.0400856014739146,0.7972528255452918,0.21517695990492627,0.22010822150134218,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,5,0.9773242396656817,1.0400855863786467,0.7972598609713426,0.21516644926920034,0.22010667395375969,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,6,0.9801039251331092,1.0401659921811341,0.774294919129745,0.20855229072526144,0.21347675395814958,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,7,0.9800952244416291,1.0401658801138234,0.774337874389915,0.2085676633719886,0.2134783424830661,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,8,0.9823317682214895,1.0402209702096068,0.7568002167240077,0.2044138798517149,0.2094004526138787,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,9,0.9823254685972471,1.0402211429539583,0.7567303104340256,0.20441928744090004,0.20940196383334103,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,10,0.9836015752122196,1.0402551936384241,0.7457676878486754,0.20184432321301424,0.2068356760432168,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,11,0.9836083537785145,1.0402551623279903,0.7457782707030138,0.2018348794238619,0.20683337639252936,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,12,0.9841718459520248,1.0402703894740888,0.7408659779980559,0.20069388025667204,0.20569068787283437,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,13,0.9841817631834969,1.0402703482422153,0.7408747050097088,0.20068002872622487,0.20568516470325737,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,14,0.9842719789471428,1.0402728669139938,0.7400687093952443,0.20049571979019679,0.20549932866558038,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,15,0.984277522963011,1.0402728734991733,0.7400584374675506,0.20048735649423835,0.20549417344848955,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,16,0.9840235657934997,1.0402656955510765,0.7423552084092774,0.20100790142202604,0.2060226108361079,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,17,0.9840078839298113,1.0402656783948818,0.7423836025190569,0.2010314803536762,0.20603733434609842,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,18,0.9819809254236319,1.0402116910545445,0.7597643607760564,0.2051196830075564,0.21010897517742702,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,19,0.9819696327290359,1.040211741359616,0.7597467078829079,0.2051353144794421,0.21011284826660043,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,20,0.9780035755639394,1.040106346927403,0.7933439161072778,0.21312551435150615,0.218036087018687,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,21,0.9779958818435217,1.0401063626406961,0.7933357632032035,0.21313630619835244,0.21803780071309312,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,22,0.9725045804461346,1.0399999957828898,0.8391535055126524,0.22416766117390619,0.22891333828252788,True,True,True,sx2802481a.1,sourcebus.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.7,1.0,B0,23,0.9725178700779891,1.0399999957788528,0.8391848343734225,0.22414970148933905,0.22891121331799788,True,True,True,sx2802481a.1,sourcebus.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
