date,alpha_BG,AIDC_scale,policy,slot,Vmin,Vmax,max_phase_line_loading,transformer_phase_current_max,transformer_winding_kVA_max,converged,controls_settled,feasible,Vmin_node,Vmax_node,line_witness
2025-05-06,0.6,1.0,B0,0,0.9779216511541068,1.0402597201718273,0.7273974431827315,0.1974365389684493,0.2023315591572285,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,1,0.9779287819254687,1.040259544828624,0.7274681983519685,0.19743000431726343,0.2023301205120825,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,2,0.9808440514728429,1.0403898106936826,0.7024067979178479,0.19156827429359347,0.19648491136050925,True,True,True,sx2802481a.1,regxfmr_hvmv_sub_lsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,3,0.9808570987847025,1.0403892300314186,0.7024249038395861,0.19154983852956897,0.1964806076119715,True,True,True,sx2802481a.1,regxfmr_hvmv_sub_lsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,4,0.9859693337147312,1.040857143948331,0.6815160055149542,0.18623567348454567,0.1912009888562248,True,True,True,sx3215385b.2,regxfmr_hvmv_sub_lsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,5,0.9859671807129127,1.0408583006125056,0.6814324422088083,0.18624409789515262,0.19120260482687318,True,True,True,sx3215385b.2,regxfmr_hvmv_sub_lsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,6,0.9864583587756596,1.0403703163879348,0.6590295111304982,0.185040794744111,0.18518620010758383,True,True,True,sx3047289c.2,hvmv_sub_hsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,7,0.9864606153389518,1.0403700283269988,0.6589641944359936,0.18503191843489483,0.18518552450262035,True,True,True,sx3047289c.2,hvmv_sub_hsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,8,0.9875469395744333,1.04059580952234,0.6443912236691238,0.18180558432549276,0.18174319636140693,True,True,True,sx3047289c.2,regxfmr_hvmv_sub_lsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,9,0.9875540221984825,1.040595902366776,0.6443619737559705,0.1818053927525625,0.18174553558147638,True,True,True,sx3047289c.2,regxfmr_hvmv_sub_lsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,10,0.9882457095264773,1.0407975663130864,0.6351326775331138,0.17977010762869575,0.17958636036051062,True,True,True,sx3047289c.2,regxfmr_hvmv_sub_lsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,11,0.9882444310831116,1.0407991879550822,0.6351396421246467,0.17976977910692388,0.17957979938300048,True,True,True,sx3047289c.2,regxfmr_hvmv_sub_lsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,12,0.9885543124732216,1.0408893927655558,0.6310074658527067,0.1788590851821392,0.17861381382451472,True,True,True,sx3047289c.2,regxfmr_hvmv_sub_lsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,13,0.9885537732053398,1.040890106742684,0.6310104205941108,0.1788589437761731,0.17861092970926634,True,True,True,sx3047289c.2,regxfmr_hvmv_sub_lsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,14,0.988605470336605,1.0409047533198639,0.630329810106837,0.17870907371204206,0.17845297679918118,True,True,True,sx3047289c.2,regxfmr_hvmv_sub_lsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,15,0.9886053263722612,1.0409052303875936,0.6303228467642068,0.1787074145718541,0.1784497873121125,True,True,True,sx3047289c.2,regxfmr_hvmv_sub_lsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,16,0.9884583505354789,1.0408637087186965,0.632260500896709,0.17913441864872207,0.17889924848112224,True,True,True,sx3047289c.2,regxfmr_hvmv_sub_lsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,17,0.9884588150046151,1.0408623528190826,0.6322800372564231,0.17913916836243338,0.17890836267274457,True,True,True,sx3047289c.2,regxfmr_hvmv_sub_lsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,18,0.9873638792351817,1.0405402960457757,0.6469088632399491,0.1823687536834703,0.18234303396275198,True,True,True,sx3047289c.2,regxfmr_hvmv_sub_lsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,19,0.9873639979776412,1.0405395565823203,0.6469032352585743,0.18236770953013787,0.18234471944552064,True,True,True,sx3047289c.2,regxfmr_hvmv_sub_lsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,20,0.9852493892012906,1.040314136801114,0.6751816253176538,0.18862223121802854,0.18901157132892005,True,True,True,sx3047289c.2,hvmv_sub_hsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,21,0.9852499767442953,1.0403138679602777,0.6751682130323554,0.18861998316394052,0.18901537845287855,True,True,True,sx3047289c.2,hvmv_sub_hsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,22,0.9823738343126027,1.0401777892864623,0.7136808422540898,0.19714911923331185,0.19814846314102408,True,True,True,sx3047289c.2,hvmv_sub_hsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,23,0.9823741428563783,1.040177949383096,0.7136915560211148,0.19715187729579325,0.19814758660158793,True,True,True,sx3047289c.2,hvmv_sub_hsb.1,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,24,0.9724731189487539,1.0402120480334311,0.7662726784929893,0.20689849639337238,0.21110167086332285,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,25,0.9724848522422416,1.0402119903272924,0.7663037556757166,0.20688229365789165,0.2111018009906725,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,26,0.975400119865119,1.040024701293833,0.8219511148103021,0.21841019802919345,0.22328313381808387,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
2025-05-06,0.6,1.0,B0,27,0.9754055698073038,1.040024815096872,0.8219091139045187,0.21839988242565667,0.22328284722967656,True,True,True,sx2802481a.1,hvmv_sub_hsb.3,Line.tpx21459660c0|t2|sx3101194c.1.2|node1
