date,slot,timestamp_AEST,1R_Vmin,1R_Vmax,2R_Vmin,2R_Vmax
2025-05-01,0,2025-05-01T00:00:00+10:00,0.9715423179348159,1.0437155549126327,0.9715423179348159,1.0437155549126327
2025-05-01,1,2025-05-01T00:15:00+10:00,0.9831216453270023,1.0500000000386998,0.9831590742124846,1.0500000000499787
2025-05-01,2,2025-05-01T00:30:00+10:00,0.9812599252927815,1.0500000000075733,0.9812599359050332,1.05000000000795
2025-05-01,3,2025-05-01T00:45:00+10:00,0.986833692288342,1.0485989378182907,0.9868336922883452,1.048598937818285
2025-05-01,4,2025-05-01T01:00:00+10:00,0.9830619504799508,1.0500000000179732,0.9830619504801309,1.0500000000179892
2025-05-01,5,2025-05-01T01:15:00+10:00,0.9857094370838815,1.0500000000009047,0.9857094370830525,1.0500000000006593
2025-05-01,6,2025-05-01T01:30:00+10:00,0.9835417876479685,1.0500000000007799,0.9835417876481162,1.050000000000647
2025-05-01,7,2025-05-01T01:45:00+10:00,0.9725471885560174,1.044033581931639,0.9725471885560169,1.0440335819316393
2025-05-01,8,2025-05-01T02:00:00+10:00,0.9833648360721303,1.0500000000255085,0.9833648358297156,1.0500000000215706
2025-05-01,9,2025-05-01T02:15:00+10:00,0.9719027307103459,1.0437141626840511,0.9719027307103465,1.0437141626840543
2025-05-01,10,2025-05-01T02:30:00+10:00,0.9742249272123716,1.0443119262044525,0.9742249272123709,1.0443119262044538
2025-05-01,11,2025-05-01T02:45:00+10:00,0.9867249184687252,1.049232938453683,0.9867249184687252,1.049232938453683
2025-05-01,12,2025-05-01T03:00:00+10:00,0.9869344877337549,1.050000000021006,0.9869344877421394,1.050000000021168
2025-05-01,13,2025-05-01T03:15:00+10:00,0.9784523308000793,1.0459469004268218,0.9784523308000795,1.0459469004268207
2025-05-01,14,2025-05-01T03:30:00+10:00,0.977805264851838,1.0456943147742745,0.977805264851838,1.0456943147742745
2025-05-01,15,2025-05-01T03:45:00+10:00,0.9925684132036509,1.0487177628373139,0.9925684132036509,1.0487177628373139
2025-05-01,16,2025-05-01T04:00:00+10:00,0.9804503851368385,1.0499999999996281,0.9804503851368385,1.0499999999996281
2025-05-01,17,2025-05-01T04:15:00+10:00,0.9934775968099433,1.0493874936420498,0.9934775968099433,1.0493874936420498
2025-05-01,18,2025-05-01T04:30:00+10:00,0.9758441290378586,1.0394201355998396,0.9758441290378586,1.0394201355998396
2025-05-01,19,2025-05-01T04:45:00+10:00,0.978360862475123,1.0492463153918699,0.978360862475123,1.0492463153918699
2025-05-01,20,2025-05-01T05:00:00+10:00,0.9778569494596536,1.0484362519622532,0.9778569494596536,1.0484362519622532
2025-05-01,21,2025-05-01T05:15:00+10:00,0.9771198138104844,1.0483209254976664,0.9771198138104844,1.0483209254976664
2025-05-01,22,2025-05-01T05:30:00+10:00,0.9756347850552157,1.0479940023998617,0.9756347850552157,1.0479940023998617
2025-05-01,23,2025-05-01T05:45:00+10:00,0.9940289810191403,1.0499999999985032,0.9940289810191403,1.0499999999985032
