source_pu,alpha,slot,converged,control_actions_complete,solver_error,Vmin_pu,Vmin_node,Vmax_pu,Vmax_node,max_phase_line_loading_pu,line_witness,max_transformer_phase_current_pu,transformer_current_witness,max_transformer_winding_kva_pu,transformer_kva_witness,undervoltage_nodes,overvoltage_nodes,line_violations,transformer_current_violations,transformer_kva_violations,native_P_scheduled_kw,native_Q_scheduled_kvar,PV_scheduled_kw,AIDC_P_scheduled_kw,AIDC_Q_scheduled_kvar,MESS_P_scheduled_kw,MESS_Q_scheduled_kvar,feasible_slot
1.04,0.578,0,True,True,,0.9741091028832976,sx2748781a.2,1.039999993304654,sourcebus.3,0.7325026042911207,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.22076625176834053,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.22534158546848299,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4680.209650168706,1172.971105259361,0.0,1136.5149553661693,373.554401126925,0.0,0.0,True
1.04,0.578,1,True,True,,0.9740970605771089,sx2748781a.2,1.0399999932986048,sourcebus.3,0.7325204307524441,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.22078333385871374,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.22534153812642954,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4680.209650168706,1172.971105259361,0.0,1136.5149551325344,373.55440105013287,0.0,0.0,True
1.04,0.578,2,True,True,,0.9772650235367908,sx2802481a.1,1.0400060057577472,hvmv_sub_hsb.3,0.7067746219511238,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.21447277685267213,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2191066147066848,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4528.369357464738,1134.9163407790008,0.0,1136.5149549020769,373.5544009743853,0.0,0.0,True
1.04,0.578,3,True,True,,0.9772746266956974,sx2802481a.1,1.0400059808652509,hvmv_sub_hsb.3,0.7067855884261224,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.21445952132059848,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2191046577268398,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4528.369357464738,1134.9163407790008,0.0,1136.5149546747543,373.55440089966777,0.0,0.0,True
1.04,0.578,4,True,True,,0.9805103342530856,sx2802481a.1,1.040088415797009,hvmv_sub_hsb.3,0.6835989257103923,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.20877334237623765,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2134607420723573,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4389.384350709753,1100.0834146552752,0.0,1136.5149544505225,373.5544008259665,0.0,0.0,True
1.04,0.578,5,True,True,,0.9805344691531168,sx2802481a.1,1.0400881055168116,hvmv_sub_hsb.3,0.6837185980602151,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.2087454616083271,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.21346218994717792,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4389.384350709753,1100.0834146552752,0.0,1136.5149544375531,373.55440082170367,0.0,0.0,True
1.04,0.578,6,True,True,,0.9831686898176731,sx2802481a.1,1.040158653962769,hvmv_sub_hsb.3,0.6616920340354148,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.20344448995533781,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.2082008102684991,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4258.349963652206,1067.2431016559774,0.0,1136.5149544246508,373.5544008174629,0.0,0.0,True
1.04,0.578,7,True,True,,0.983187673570682,sx2802481a.1,1.0401585700134002,hvmv_sub_hsb.3,0.6617187477929096,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.20341876238787573,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20819474930232865,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4258.349963652206,1067.2431016559774,0.0,1136.5149544118156,373.5544008132441,0.0,0.0,True
1.04,0.578,8,True,True,,0.9845855457565063,sx2802481a.1,1.0401902113721955,hvmv_sub_hsb.3,0.650332272352266,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.1996069944834449,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20435309299990106,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4161.589851471499,1042.9927316484006,0.0,1136.5149543990472,373.5544008090473,0.0,0.0,True
1.04,0.578,9,True,True,,0.9845838451438345,sx2802481a.1,1.0401898870872002,hvmv_sub_hsb.3,0.6504346843483148,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.19961625497058083,Transformer.hvmv_sub|t2|regxfmr_hvmv_sub_lsb.1.2.3.0|node1,0.20435376218362217,Transformer.hvmv_sub|w1|hvmv_sub_hsb,0,0,0,0,0,4161.589851471499,1042.9927316484006,0.0,1136.5149544206663,373.55440081615325,0.0,0.0,True
